State,Year,Month,Megawatthours,Temp,Count,price
HI,2011,4,-4.11E-08,0.000906489,-5.02E-07,5.871116367
HI,2011,5,5.33E-08,0.003338703,-4.97E-07,7.530706193
HI,2011,6,-6.65E-08,0.006581656,-4.75E-07,7.628329123
HI,2011,7,7.43E-08,-0.003147202,-5.51E-07,0.79472396
HI,2011,8,2.46E-08,0.007392394,-4.47E-07,4.113903611
HI,2011,9,-3.17E-08,-0.006390155,-4.34E-07,1.966199131
HI,2011,10,3.01E-08,-0.009633107,-5.45E-07,-3.305439138
HI,2011,11,-7.01E-08,-0.010443845,-4.15E-07,-1.255357589
HI,2011,12,2.50E-09,-0.017740489,-5.38E-07,-2.378021294
HI,2012,1,1.56E-08,0.004149441,-4.12E-07,0.599478098
HI,2012,2,-8.17E-08,-0.013686798,-5.07E-07,2.40550232
HI,2012,3,5.71E-08,0.006581656,-4.85E-07,1.624518873
HI,2012,4,-2.77E-08,0.000906489,-5.02E-07,2.161444993
HI,2012,5,5.81E-08,0.010635347,-4.60E-07,2.795994044
HI,2012,6,-2.22E-08,0.00496018,-5.24E-07,6.554476884
HI,2012,7,5.15E-08,-0.001525726,-5.03E-07,-8.674700338
HI,2012,8,4.93E-08,0.010635347,-4.89E-07,-5.062651894
HI,2012,9,-7.52E-08,-0.014497536,-4.99E-07,1.624518873
HI,2012,10,6.95E-08,0.009824609,-4.69E-07,-1.938718105
HI,2012,11,-7.19E-08,-0.016119013,-5.13E-07,-0.8160544
HI,2012,12,3.45E-08,-0.008011631,-4.62E-07,-2.231586898
HI,2013,1,-4.13E-08,-0.011254584,-4.35E-07,9.190296018
HI,2013,2,-1.22E-07,-0.005579416,-4.89E-07,-7.893716891
HI,2013,3,9.87E-08,0.002527965,-4.45E-07,2.94242844
HI,2013,4,1.82E-08,0.014689038,-4.27E-07,-3.354250603
HI,2013,5,5.90E-08,0.008203132,-4.70E-07,-0.474374142
HI,2013,6,-3.27E-08,0.000906489,-5.10E-07,-0.864865865
HI,2013,7,8.30E-08,0.009824609,-4.40E-07,-2.475644225
HI,2013,8,1.80E-08,0.005770918,-5.08E-07,1.722141804
HI,2013,9,-5.01E-08,-0.013686798,-5.05E-07,-3.110193276
HI,2013,10,4.50E-08,-1.370862476,-4.67E-07,5.968739298
HI,2013,11,-6.99E-08,-0.001525726,-5.68E-07,1.282838615
HI,2013,12,3.99E-08,-0.001525726,-3.92E-07,-3.305439138
HI,2014,1,-5.89E-08,-0.001525726,-4.98E-07,4.113903611
HI,2014,2,-5.29E-08,-0.001525726,-5.09E-07,-2.133963967
HI,2014,3,4.86E-08,1.337002974,-4.50E-07,5.578247574
HI,2014,4,-1.40E-08,0.009824609,-4.34E-07,-5.794823876
HI,2014,5,7.61E-08,0.005770918,-4.71E-07,1.624518873
HI,2014,6,-2.71E-08,-0.00395794,-5.00E-07,2.112633527
HI,2014,7,8.90E-08,0.015499776,-4.86E-07,-1.938718105
HI,2014,8,2.94E-08,-0.001525726,-5.02E-07,-1.401791985
HI,2014,9,-2.02E-08,-0.000714988,-4.51E-07,1.038781287
HI,2014,10,3.81E-08,-0.000714988,-4.46E-07,-4.916217498
HI,2014,11,-1.11E-07,-0.016119013,-5.00E-07,-6.624618789
HI,2014,12,-1.01E-08,-0.020983441,-4.38E-07,-2.280398363
HI,2015,1,-3.88E-08,-0.001525726,-4.73E-07,-5.990069738
HI,2015,2,-5.38E-08,0.012256823,-4.74E-07,-14.62969912
HI,2015,3,6.71E-08,-0.014497536,-4.73E-07,0.745912495
HI,2015,4,2.20E-08,0.015499776,-5.01E-07,-4.330479912
HI,2015,5,1.09E-08,-0.005579416,-4.93E-07,-1.743472243
HI,2015,6,2.52E-08,0.01793199,-4.63E-07,2.649559647
HI,2015,7,1.25E-07,0.014689038,-4.92E-07,0.599478098
HI,2015,8,5.68E-08,0.010635347,-4.99E-07,0.501855167
HI,2015,9,-3.86E-08,-0.002336464,-4.69E-07,-5.209086291
HI,2015,10,-4.42E-08,-0.01287606,-5.21E-07,-2.866135949
IA,2007,2,-2.09E-07,-0.050980753,-4.58E-07,0.25779784
IA,2007,3,3.53E-10,0.21169841,-4.90E-07,-0.718431469
IA,2007,4,-2.99E-07,0.038200444,-5.50E-07,0.404232236
IA,2007,5,2.41E-07,0.144407143,-5.17E-07,0.111363444
IA,2007,6,4.56E-07,0.044686349,-5.16E-07,2.649559647
IA,2007,7,6.57E-07,0.025228634,-4.81E-07,2.698371113
IA,2007,8,2.19E-07,0.002527965,-3.78E-07,-0.035070953
IA,2007,9,-1.03E-06,-0.078545851,-4.61E-07,-2.719701553
IA,2007,10,-2.84E-08,-0.072870684,-4.39E-07,-3.012570345
IA,2007,11,-2.80E-07,-0.153133761,-3.72E-07,-1.499414916
IA,2007,12,3.35E-07,-0.138540474,-3.52E-07,0.599478098
IA,2008,1,4.62E-07,-0.031523038,3.96E-05,-0.571997073
IA,2008,2,-3.11E-07,0.001717227,-7.74E-07,-0.425562676
IA,2008,3,-3.71E-08,0.124949427,1.26E-07,1.234027149
IA,2008,4,-3.28E-07,0.107113188,-6.57E-07,0.25779784
IA,2008,5,-7.11E-08,0.090898424,-4.85E-07,0.501855167
IA,2008,6,1.76E-07,0.094952115,-6.55E-07,2.503125251
IA,2008,7,6.64E-07,0.029282324,-4.19E-07,2.600748182
IA,2008,8,-7.21E-08,-0.027469347,-3.97E-07,0.745912495
IA,2008,9,-7.76E-07,-0.053412968,-4.98E-07,-3.256627672
IA,2008,10,1.38E-07,-0.10530021,-3.21E-07,-3.793553792
IA,2008,11,-8.66E-08,-0.110164639,-9.91E-07,-1.35298052
IA,2008,12,6.18E-07,-0.161241143,-5.49E-08,3.430543095
IA,2009,1,2.47E-07,-0.037198205,-5.89E-07,-1.206546123
IA,2009,2,-7.39E-07,0.107923926,-5.47E-07,0.306609306
IA,2009,3,2.10E-08,0.082791043,-2.12E-07,0.79472396
IA,2009,4,-4.37E-07,0.078737352,-7.56E-07,0.111363444
IA,2009,5,-1.37E-07,0.102248759,-4.53E-07,-0.181505349
IA,2009,6,6.40E-07,0.072251447,-5.18E-07,2.893616975
IA,2009,7,5.96E-08,-0.008822369,-2.21E-07,5.529436109
IA,2009,8,2.30E-07,0.000906489,-5.58E-07,-2.280398363
IA,2009,9,-6.64E-07,-0.042062634,-4.94E-07,-2.866135949
IA,2009,10,-9.29E-08,-0.150701547,-3.17E-07,-3.891176723
IA,2009,11,2.49E-07,-0.013686798,-8.39E-07,-0.962488796
IA,2009,12,7.60E-07,-0.192859931,9.96E-09,0.79472396
IA,2010,1,6.52E-08,-0.051791492,-7.58E-07,-0.474374142
IA,2010,2,-5.78E-07,0.028471586,-4.74E-07,-0.864865865
IA,2010,3,-1.23E-07,0.169540026,-5.40E-08,2.40550232
IA,2010,4,-2.29E-07,0.134678285,-7.91E-07,0.25779784
IA,2010,5,1.63E-07,0.036578968,-5.39E-07,0.843535426
IA,2010,6,5.00E-07,0.086844734,-5.23E-07,1.429273011
IA,2010,7,3.38E-07,0.029282324,-2.13E-07,6.115173694
IA,2010,8,3.95E-07,-0.003147202,-3.54E-07,-1.401791985
IA,2010,9,-1.22E-06,-0.093139138,-4.98E-07,-4.57453724
IA,2010,10,-7.28E-08,-0.076113636,-7.11E-07,-3.061381811
IA,2010,11,1.50E-07,-0.130433093,-4.79E-07,-1.206546123
IA,2010,12,6.72E-07,-0.154755238,-5.00E-08,1.234027149
IA,2011,1,1.28E-07,-0.036387466,-9.86E-07,-1.108923193
IA,2011,2,-6.18E-07,0.061711851,-5.39E-07,0.404232236
IA,2011,3,8.40E-08,0.099816544,9.81E-08,0.111363444
IA,2011,4,-4.80E-07,0.099816544,-8.95E-07,-0.523185607
IA,2011,5,1.78E-07,0.091709163,-4.22E-07,0.25779784
IA,2011,6,3.86E-07,0.083601781,-4.67E-07,2.844805509
IA,2011,7,9.35E-07,0.06657628,-4.30E-07,3.284108698
IA,2011,8,-3.83E-07,-0.050170015,-2.39E-07,-1.206546123
IA,2011,9,-9.36E-07,-0.097192828,-4.52E-07,-2.378021294
IA,2011,10,-6.35E-08,-0.05665592,-6.18E-07,-2.329209829
IA,2011,11,7.89E-08,-0.115029068,-4.62E-07,-1.548226382
IA,2011,12,6.93E-07,-0.085031756,-1.87E-07,-0.376751211
IA,2012,1,-1.38E-07,-0.022604918,-1.01E-06,0.404232236
IA,2012,2,-2.31E-07,0.023607157,-1.32E-07,-0.523185607
IA,2012,3,-1.65E-07,0.176836669,-3.01E-07,0.989969822
IA,2012,4,-4.26E-07,0.00496018,-6.66E-07,0.79472396
IA,2012,5,4.25E-07,0.100627282,-3.66E-07,-0.474374142
IA,2012,6,5.06E-07,0.050361516,-5.85E-07,3.381731629
IA,2012,7,9.40E-07,0.064954803,-2.91E-07,3.186485767
IA,2012,8,-6.85E-07,-0.071249207,-2.21E-07,0.79472396
IA,2012,9,-7.55E-07,-0.073681422,-8.29E-07,-4.623348705
IA,2012,10,-9.10E-08,-0.109353901,-2.03E-08,-3.354250603
IA,2012,11,1.72E-08,-0.079356589,-7.58E-07,-1.255357589
IA,2012,12,4.14E-07,-0.094760614,-2.93E-07,1.770953269
IA,2013,1,3.88E-07,-0.047737801,-3.69E-07,1.136404218
IA,2013,2,-5.01E-07,0.016310514,-5.95E-07,-0.474374142
IA,2013,3,1.12E-07,0.037389706,-3.18E-07,0.648289564
IA,2013,4,-3.95E-07,0.118463522,-4.96E-07,-0.864865865
IA,2013,5,1.72E-07,0.121706474,-3.32E-07,-0.620808538
IA,2013,6,9.62E-08,0.078737352,-6.97E-07,3.869846284
IA,2013,7,5.72E-07,0.026039372,-1.93E-07,3.430543095
IA,2013,8,2.16E-07,-0.004768678,-5.47E-07,-0.035070953
IA,2013,9,-7.89E-07,-0.041251895,-3.69E-07,-2.719701553
IA,2013,10,-8.88E-08,-0.135297522,-1.09E-07,-2.768513018
IA,2013,11,2.53E-07,-0.13610826,-7.12E-07,-1.987529571
IA,2013,12,5.26E-07,-0.135297522,-3.90E-07,0.550666633
IA,2014,1,2.45E-07,-0.027469347,-6.70E-07,-0.035070953
IA,2014,2,-4.26E-07,-0.009633107,-6.74E-07,-0.181505349
IA,2014,3,-2.37E-07,0.132246071,-2.38E-07,1.966199131
IA,2014,4,-3.85E-07,0.142785667,-5.52E-07,-0.083882418
IA,2014,5,1.32E-07,0.099816544,-1.70E-07,-1.88990664
IA,2014,6,2.71E-07,0.081169567,-6.50E-07,3.186485767
IA,2014,7,1.81E-07,-0.01287606,-1.06E-07,3.137674302
IA,2014,8,1.99E-07,0.01793199,-4.73E-07,3.869846284
IA,2014,9,-6.90E-07,-0.076113636,-3.91E-07,-5.843635341
IA,2014,10,-1.57E-08,-0.089085447,-2.42E-07,-5.746012411
IA,2014,11,2.02E-07,-0.179077382,-4.92E-07,-2.573267156
IA,2014,12,3.79E-07,-0.010443845,-3.23E-07,2.063822062
IA,2015,1,3.32E-07,-0.055034444,-7.09E-07,0.941158356
IA,2015,2,-4.67E-07,-0.059088135,-5.21E-07,-0.181505349
IA,2015,3,-1.28E-07,0.183322575,-1.69E-07,0.501855167
IA,2015,4,-5.29E-07,0.11035614,-5.40E-07,0.013740513
IA,2015,5,2.01E-07,0.07062997,-4.24E-07,-0.181505349
IA,2015,6,4.20E-07,0.074683661,-4.08E-07,7.872386451
IA,2015,7,4.93E-07,0.019553466,-2.72E-07,3.332920164
IA,2015,8,-4.58E-08,-0.026658609,-5.37E-07,-1.792283709
IA,2015,9,-4.44E-07,-0.005579416,-2.20E-07,-4.330479912
IA,2015,10,-4.03E-07,-0.126379402,-2.97E-07,-5.355520687
ID,2007,2,-4.86E-07,0.080358828,-4.34E-07,-0.132693884
ID,2007,3,-1.06E-07,0.064144065,-4.25E-07,0.745912495
ID,2007,4,-2.73E-08,0.031714539,-4.00E-07,-1.35298052
ID,2007,5,4.78E-07,0.071440709,-3.69E-07,-0.132693884
ID,2007,6,3.74E-07,0.060090374,-4.10E-07,2.454313785
ID,2007,7,4.08E-07,0.099005806,-4.33E-07,0.501855167
ID,2007,8,-3.64E-07,-0.055034444,-2.80E-07,0.941158356
ID,2007,9,-6.41E-07,-0.086653232,-3.34E-07,-0.669620003
ID,2007,10,-1.57E-07,-0.097192828,-4.43E-07,-1.011300262
ID,2007,11,9.55E-08,-0.079356589,-2.85E-07,0.25779784
ID,2007,12,3.82E-07,-0.08341028,-3.80E-07,-0.327939745
ID,2008,1,9.71E-08,-0.029901561,6.07E-06,0.453043702
ID,2008,2,-2.66E-07,0.060901113,-5.42E-07,-0.27912828
ID,2008,3,-1.44E-07,0.020364205,-3.46E-07,0.697101029
ID,2008,4,-9.00E-08,0.047118564,-5.49E-07,-0.376751211
ID,2008,5,3.02E-07,0.100627282,-3.96E-07,-0.571997073
ID,2008,6,2.52E-07,0.058468898,-4.64E-07,3.625788956
ID,2008,7,5.30E-07,0.081169567,-2.26E-07,-0.718431469
ID,2008,8,-2.58E-07,-0.015308274,-4.61E-07,0.160174909
ID,2008,9,-6.92E-07,-0.076924374,-4.06E-07,-0.425562676
ID,2008,10,-1.52E-07,-0.090706923,-5.15E-07,-0.035070953
ID,2008,11,1.69E-08,-0.061520349,-5.47E-07,0.160174909
ID,2008,12,3.99E-07,-0.119082759,-3.63E-07,0.062551978
ID,2009,1,6.10E-08,0.01793199,-4.16E-07,0.013740513
ID,2009,2,-3.67E-07,0.019553466,-4.98E-07,0.648289564
ID,2009,3,2.80E-08,0.029282324,-3.99E-07,-0.230316814
ID,2009,4,-2.55E-07,0.073872923,-5.92E-07,0.160174909
ID,2009,5,3.09E-07,0.080358828,-4.49E-07,-0.767242934
ID,2009,6,-7.82E-08,0.043064873,-4.32E-07,4.357960938
ID,2009,7,6.79E-07,0.075494399,-3.89E-07,0.550666633
ID,2009,8,-1.07E-07,-0.017740489,-4.69E-07,-1.401791985
ID,2009,9,-4.73E-07,-0.031523038,-4.23E-07,-0.913677331
ID,2009,10,-2.55E-07,-0.168537786,-4.98E-07,-0.523185607
ID,2009,11,1.70E-07,-0.054223706,-5.65E-07,-0.132693884
ID,2009,12,4.65E-07,-0.108543163,-3.56E-07,2.112633527
ID,2010,1,-1.48E-07,0.06657628,-4.58E-07,-1.88990664
ID,2010,2,-3.52E-07,0.004149441,-5.10E-07,-0.523185607
ID,2010,3,-4.35E-09,0.049550778,-3.54E-07,0.062551978
ID,2010,4,-7.24E-08,0.037389706,-5.72E-07,-0.571997073
ID,2010,5,9.09E-08,0.031714539,-5.00E-07,0.355420771
ID,2010,6,2.29E-07,0.090898424,-4.74E-07,0.648289564
ID,2010,7,7.30E-07,0.069008494,-2.89E-07,0.062551978
ID,2010,8,-2.32E-07,-0.01287606,-4.42E-07,-0.571997073
ID,2010,9,-5.47E-07,-0.053412968,-4.43E-07,-0.474374142
ID,2010,10,-2.96E-07,-0.073681422,-5.90E-07,-1.060111727
ID,2010,11,1.68E-07,-0.139351213,-4.49E-07,0.501855167
ID,2010,12,3.48E-07,-0.033144514,-4.02E-07,0.111363444
ID,2011,1,7.51E-08,-0.022604918,-7.54E-07,0.160174909
ID,2011,2,-2.75E-07,0.000906489,-4.96E-07,-0.376751211
ID,2011,3,-5.62E-08,0.072251447,-2.64E-07,0.062551978
ID,2011,4,-2.15E-07,0.022796419,-6.85E-07,-0.913677331
ID,2011,5,2.00E-08,0.074683661,-4.59E-07,0.843535426
ID,2011,6,3.00E-07,0.064954803,-4.72E-07,1.770953269
ID,2011,7,8.36E-07,0.081980305,-3.52E-07,-1.060111727
ID,2011,8,-1.73E-07,0.013067561,-4.72E-07,-0.474374142
ID,2011,9,-6.04E-07,-0.054223706,-3.53E-07,-4.428102843
ID,2011,10,-3.22E-07,-0.116650544,-5.15E-07,2.356690855
ID,2011,11,1.96E-07,-0.122325711,-4.47E-07,0.550666633
ID,2011,12,2.95E-07,-0.047737801,-3.88E-07,-1.304169054
ID,2012,1,-1.31E-08,0.014689038,-5.18E-07,2.698371113
ID,2012,2,-2.77E-07,0.008203132,-4.21E-07,-0.27912828
ID,2012,3,-7.76E-08,0.06657628,-4.45E-07,-0.132693884
ID,2012,4,-1.27E-07,0.063333327,-4.55E-07,-0.230316814
ID,2012,5,3.80E-07,0.03576823,-4.38E-07,-0.718431469
ID,2012,6,3.79E-07,0.062522589,-4.80E-07,2.991239905
ID,2012,7,4.75E-07,0.092519901,-4.12E-07,1.770953269
ID,2012,8,-9.71E-08,-0.011254584,-4.20E-07,0.062551978
ID,2012,9,-7.75E-07,-0.073681422,-4.40E-07,-3.939988189
ID,2012,10,-2.10E-07,-0.120704235,-3.53E-07,0.745912495
ID,2012,11,-7.11E-08,-0.063952564,-5.02E-07,-0.230316814
ID,2012,12,3.18E-07,-0.084221018,-3.90E-07,0.306609306
ID,2013,1,4.16E-07,-0.046927063,-4.45E-07,0.648289564
ID,2013,2,-5.73E-07,0.05765816,-4.91E-07,-0.230316814
ID,2013,3,-3.82E-08,0.060090374,-4.55E-07,-0.474374142
ID,2013,4,-8.15E-08,0.039011182,-4.50E-07,-0.27912828
ID,2013,5,4.17E-07,0.086844734,-3.60E-07,0.160174909
ID,2013,6,3.92E-07,0.065765542,-4.98E-07,4.650829731
ID,2013,7,4.68E-07,0.081980305,-3.54E-07,0.989969822
ID,2013,8,-3.48E-07,-0.017740489,-4.37E-07,-0.425562676
ID,2013,9,-7.58E-07,-0.086653232,-3.45E-07,-2.036341036
ID,2013,10,-1.53E-07,-0.123136449,-3.37E-07,0.062551978
ID,2013,11,1.11E-08,-0.068816993,-4.85E-07,-0.376751211
ID,2013,12,5.55E-07,-0.104489472,-4.07E-07,0.697101029
ID,2014,1,-6.45E-08,0.051982993,-4.55E-07,-1.157734658
ID,2014,2,-4.10E-07,0.000906489,-4.95E-07,-0.327939745
ID,2014,3,-7.21E-08,0.064954803,-4.23E-07,0.160174909
ID,2014,4,-1.22E-08,0.042254135,-4.11E-07,-0.376751211
ID,2014,5,2.89E-07,0.07954809,-3.79E-07,0.062551978
ID,2014,6,5.41E-07,0.03982192,-4.62E-07,2.795994044
ID,2014,7,3.56E-07,0.100627282,-3.20E-07,1.038781287
ID,2014,8,-5.39E-07,-0.046116324,-4.41E-07,-0.523185607
ID,2014,9,-5.15E-07,-0.051791492,-3.77E-07,-1.157734658
ID,2014,10,-1.86E-07,-0.075302898,-3.76E-07,-1.548226382
ID,2014,11,1.60E-07,-0.142594165,-4.15E-07,0.892346891
ID,2014,12,2.15E-07,-0.017740489,-4.16E-07,-0.571997073
ID,2015,1,7.86E-08,-0.004768678,-4.01E-07,0.404232236
ID,2015,2,-3.93E-07,0.051172255,6.00E-07,-0.8160544
ID,2015,3,1.34E-09,0.043875611,-1.42E-06,-0.083882418
ID,2015,4,1.64E-07,0.010635347,-4.35E-07,-0.425562676
ID,2015,5,2.58E-08,0.075494399,-3.84E-07,2.991239905
ID,2015,6,7.31E-07,0.103059497,-4.08E-07,-0.27912828
ID,2015,7,1.37E-07,0.001717227,-3.50E-07,-0.083882418
ID,2015,8,-2.17E-07,0.004149441,-4.40E-07,-0.27912828
ID,2015,9,-5.95E-07,-0.071249207,-3.26E-07,-1.743472243
ID,2015,10,-2.97E-07,-0.054223706,-4.00E-07,-0.571997073
IL,2007,2,-1.04E-06,-0.071249207,3.68E-06,0.062551978
IL,2007,3,-3.72E-09,0.21169841,1.65E-06,-1.011300262
IL,2007,4,-7.41E-07,0.016310514,-1.89E-06,-0.425562676
IL,2007,5,9.56E-07,0.139542714,6.19E-07,0.941158356
IL,2007,6,1.67E-06,0.03982192,-1.90E-06,1.526895942
IL,2007,7,1.13E-06,0.003338703,1.75E-06,-0.230316814
IL,2007,8,1.28E-06,0.038200444,-2.65E-06,1.575707407
IL,2007,9,-3.27E-06,-0.069627731,1.74E-06,-1.255357589
IL,2007,10,-1.40E-06,-0.081788803,1.12E-07,-0.035070953
IL,2007,11,-9.91E-09,-0.14502638,-2.84E-06,-0.620808538
IL,2007,12,1.28E-06,-0.098814305,3.05E-06,-0.620808538
IL,2008,1,1.02E-06,-0.028280085,5.43E-05,-0.767242934
IL,2008,2,-9.40E-07,-0.008822369,-2.61E-06,1.038781287
IL,2008,3,-8.75E-07,0.103870235,3.58E-06,1.038781287
IL,2008,4,-1.37E-06,0.099005806,-4.51E-06,0.989969822
IL,2008,5,1.56E-07,0.060090374,2.28E-06,0.160174909
IL,2008,6,2.58E-06,0.113599093,4.02E-06,2.698371113
IL,2008,7,2.08E-06,0.00901387,-7.04E-06,0.989969822
IL,2008,8,-8.88E-07,-0.023415656,-4.52E-07,-0.962488796
IL,2008,9,-2.37E-06,-0.039630419,-1.70E-06,-0.767242934
IL,2008,10,-4.93E-07,-0.106110948,-1.64E-06,0.013740513
IL,2008,11,-4.32E-07,-0.107732424,1.12E-06,0.550666633
IL,2008,12,2.30E-06,-0.117461282,-2.55E-06,-2.329209829
IL,2009,1,4.31E-07,-0.051791492,1.09E-06,0.25779784
IL,2009,2,-2.99E-06,0.094952115,1.60E-06,0.79472396
IL,2009,3,4.33E-07,0.08846621,-2.72E-06,-0.27912828
IL,2009,4,-1.37E-06,0.061711851,-1.34E-06,-0.425562676
IL,2009,5,1.88E-07,0.090898424,-1.13E-06,-0.523185607
IL,2009,6,2.31E-06,0.078737352,-1.38E-06,0.062551978
IL,2009,7,2.99E-07,-0.020983441,-1.54E-06,-0.620808538
IL,2009,8,6.70E-07,0.003338703,8.92E-08,-0.181505349
IL,2009,9,-1.85E-06,-0.042062634,-1.95E-06,-0.132693884
IL,2009,10,-9.30E-07,-0.129622355,1.11E-07,-0.962488796
IL,2009,11,-2.90E-07,-0.025037132,1.66E-06,-0.620808538
IL,2009,12,2.55E-06,-0.148269332,-8.69E-07,-1.597037847
IL,2010,1,1.12E-06,-0.063141826,-2.42E-08,0.550666633
IL,2010,2,-1.79E-06,0.032525277,-2.21E-07,0.208986375
IL,2010,3,-1.31E-06,0.145217881,6.37E-07,1.234027149
IL,2010,4,-8.29E-07,0.11927426,-1.18E-06,-1.060111727
IL,2010,5,9.12E-07,0.043875611,-1.98E-06,1.038781287
IL,2010,6,2.30E-06,0.084412519,-8.49E-07,2.893616975
IL,2010,7,3.22E-06,0.020364205,-9.22E-07,0.745912495
IL,2010,8,2.31E-07,-0.008011631,-2.63E-07,-0.181505349
IL,2010,9,-4.24E-06,-0.079356589,-1.26E-06,-2.914947414
IL,2010,10,-1.67E-06,-0.088274709,6.29E-07,-1.011300262
IL,2010,11,-2.47E-07,-0.10530021,-6.73E-07,-0.327939745
IL,2010,12,2.71E-06,-0.161241143,1.38E-06,-2.475644225
IL,2011,1,6.15E-07,-0.012065322,-1.13E-06,-0.571997073
IL,2011,2,-1.88E-06,0.059279636,2.08E-06,2.161444993
IL,2011,3,-4.14E-07,0.090898424,-7.26E-07,0.25779784
IL,2011,4,-1.24E-06,0.091709163,-1.35E-06,-0.718431469
IL,2011,5,3.65E-07,0.071440709,-5.08E-07,1.136404218
IL,2011,6,2.09E-06,0.086033995,-1.45E-06,1.234027149
IL,2011,7,3.65E-06,0.055225945,2.51E-06,0.550666633
IL,2011,8,-8.17E-07,-0.042873372,-2.41E-06,-0.474374142
IL,2011,9,-3.36E-06,-0.092328399,-3.04E-07,-1.255357589
IL,2011,10,-1.49E-06,-0.069627731,4.09E-07,-1.304169054
IL,2011,11,2.09E-08,-0.077735113,-1.67E-06,0.550666633
IL,2011,12,1.42E-06,-0.081788803,1.98E-06,-2.42683276
IL,2012,1,7.41E-07,-0.033955252,-2.35E-06,-0.083882418
IL,2012,2,-1.35E-06,0.030093063,1.64E-06,-0.083882418
IL,2012,3,-4.42E-07,0.158189692,-1.17E-06,-0.376751211
IL,2012,4,-1.20E-06,-0.008822369,-5.55E-07,-0.083882418
IL,2012,5,1.45E-06,0.107923926,-1.22E-06,1.429273011
IL,2012,6,2.45E-06,0.034957491,-1.02E-06,-2.036341036
IL,2012,7,3.86E-06,0.073062185,-1.42E-06,0.843535426
IL,2012,8,-2.20E-06,-0.068006255,7.44E-06,-0.767242934
IL,2012,9,-2.96E-06,-0.072059945,-8.47E-06,-0.327939745
IL,2012,10,-1.43E-06,-0.102057257,-4.34E-07,-0.8160544
IL,2012,11,-3.18E-07,-0.093139138,-1.82E-07,-0.27912828
IL,2012,12,1.38E-06,-0.037198205,3.57E-07,-1.108923193
IL,2013,1,9.53E-07,-0.063141826,2.12E-06,0.453043702
IL,2013,2,-1.25E-06,0.004149441,-1.42E-06,0.892346891
IL,2013,3,2.14E-07,0.034146753,2.53E-06,-0.669620003
IL,2013,4,-1.13E-06,0.127381642,-1.83E-06,0.355420771
IL,2013,5,2.58E-07,0.109545402,-3.71E-07,2.112633527
IL,2013,6,9.99E-07,0.060090374,-1.58E-06,-2.280398363
IL,2013,7,2.55E-06,0.011446085,-1.75E-07,0.79472396
IL,2013,8,-2.30E-07,-0.00395794,-1.08E-06,0.501855167
IL,2013,9,-2.33E-06,-0.035576728,1.62E-07,-2.329209829
IL,2013,10,-9.34E-07,-0.115839806,2.82E-07,1.087592753
IL,2013,11,-6.47E-08,-0.128811617,-3.83E-07,-1.060111727
IL,2013,12,2.11E-06,-0.103678734,1.17E-07,-1.108923193
IL,2014,1,1.15E-06,-0.057466659,-5.45E-08,4.5532068
IL,2014,2,-1.74E-06,-0.000714988,1.80E-07,1.722141804
IL,2014,3,-1.91E-07,0.120084998,1.49E-06,-0.083882418
IL,2014,4,-2.34E-06,0.144407143,-2.55E-06,-0.181505349
IL,2014,5,1.09E-06,0.090087686,-1.26E-06,0.306609306
IL,2014,6,1.74E-06,0.073872923,4.31E-07,0.989969822
IL,2014,7,6.16E-07,-0.023415656,-1.05E-06,-0.230316814
IL,2014,8,8.82E-07,0.02685011,-6.83E-07,1.234027149
IL,2014,9,-2.96E-06,-0.075302898,5.21E-07,-3.159004742
IL,2014,10,-7.77E-07,-0.085842494,-8.32E-07,3.186485767
IL,2014,11,1.02E-06,-0.161241143,7.08E-07,-1.938718105
IL,2014,12,7.53E-07,-0.007200893,2.32E-07,0.013740513
IL,2015,1,9.01E-07,-0.068006255,-5.73E-07,-1.450603451
IL,2015,2,-1.09E-06,-0.05260223,-1.59E-06,1.038781287
IL,2015,3,1.62E-08,0.151703786,3.01E-06,0.697101029
IL,2015,4,-2.53E-06,0.12819238,-2.49E-06,-1.401791985
IL,2015,5,1.15E-06,0.084412519,-1.04E-06,-0.327939745
IL,2015,6,1.40E-06,0.053604469,-5.01E-07,0.453043702
IL,2015,7,2.20E-06,0.018742728,5.92E-08,1.429273011
IL,2015,8,-2.87E-07,-0.020172703,2.40E-07,0.25779784
IL,2015,9,-1.58E-06,-0.013686798,-5.16E-08,-0.962488796
IL,2015,10,-2.24E-06,-0.118272021,6.36E-07,-0.27912828
IN,2007,2,1.22E-07,-0.098814305,-5.08E-07,0.745912495
IN,2007,3,-7.48E-07,0.215752101,-6.32E-07,0.550666633
IN,2007,4,-7.32E-07,0.01793199,-8.66E-07,0.941158356
IN,2007,5,4.25E-07,0.134678285,-7.40E-07,-0.132693884
IN,2007,6,1.11E-06,0.046307826,-3.97E-07,-0.181505349
IN,2007,7,5.26E-07,-0.003147202,-6.03E-07,1.038781287
IN,2007,8,1.35E-06,0.039011182,-5.01E-07,0.453043702
IN,2007,9,-1.78E-06,-0.06557404,-2.44E-07,-0.230316814
IN,2007,10,-6.98E-07,-0.072870684,-9.25E-07,-1.157734658
IN,2007,11,-6.90E-07,-0.149890809,5.31E-07,0.25779784
IN,2007,12,1.24E-06,-0.076924374,2.62E-07,-1.401791985
IN,2008,1,7.16E-07,-0.041251895,7.38E-05,0.745912495
IN,2008,2,-4.58E-07,0.002527965,-1.54E-07,0.160174909
IN,2008,3,-5.61E-07,0.082791043,-1.11E-06,-1.401791985
