State,Year,Month,Temp,Count,price,Megawatthours
VA,2009,6,71.6,3597534,9.23,9399511
VT,2009,6,60.3,358395,12.7,430599
WA,2009,6,59.9,3182865,6.4,6731543
WI,2009,6,63.6,2926109,9.77,5437175
WV,2009,6,68.4,1013170,6.63,2278080
WY,2009,6,55.4,323771,6.09,1306051
AK,2009,7,56.1,319534,15.67,483181
AL,2009,7,78.1,2491240,9.07,8437903
AR,2009,7,77.8,1532091,8.02,4442942
AZ,2009,7,82.8,2841923,10.38,8303803
CA,2009,7,77.6,15045987,15,24414205
CO,2009,7,66.9,2475827,8.83,4746909
CT,2009,7,68.7,1606285,18.07,2623191
DC,2009,7,74.9,246890,13.33,1097025
DE,2009,7,74.5,444054,12.29,1025508
FL,2009,7,81.7,9637368,11.47,22495789
GA,2009,7,78.5,4626977,9.34,13490925
HI,2009,7,71,474689,20.06,885245
IA,2009,7,68,1548037,8.82,3726358
ID,2009,7,65.8,787138,7.06,2265790
IL,2009,7,70.3,5638029,9.17,12148489
IN,2009,7,69.2,3090696,7.77,8408562
KS,2009,7,75.6,1457602,8.3,3812451
KY,2009,7,71.8,2223006,7.11,7131093
LA,2009,7,82.6,2240990,6.98,8057532
MA,2009,7,67.6,3053593,15.35,4583591
MD,2009,7,73.5,2438278,13.54,5774996
ME,2009,7,63,788196,12.82,970200
MI,2009,7,63.5,4801759,9.91,8348217
MN,2009,7,64.1,2577339,8.82,5376827
MO,2009,7,72.8,3062681,8.61,7420823
MS,2009,7,79.4,1476446,8.85,4820808
MT,2009,7,64.6,573928,7.68,1161474
NC,2009,7,75.2,4835029,8.8,12466885
ND,2009,7,64.6,383249,7.14,945893
NE,2009,7,70.2,1012776,8.32,2648657
NH,2009,7,64,689919,15.38,884361
NJ,2009,7,72,3922388,15.91,7026712
NM,2009,7,74.8,987888,8.55,2097898
NV,2009,7,74.1,1211658,11.5,3922144
NY,2009,7,65.2,7960438,16.48,12570164
OH,2009,7,68.5,5506693,9.58,12333528
OK,2009,7,80.8,1928775,7.36,5732431
OR,2009,7,68,1886067,7.51,4136842
PA,2009,7,66.8,5938887,9.82,12260295
RI,2009,7,69.1,493314,13.21,679530
SC,2009,7,78.9,2436867,8.73,7587127
SD,2009,7,67.9,438967,7.74,904277
TN,2009,7,73.7,3156564,8.59,8950358
TX,2009,7,84.1,11079583,10.02,36817135
UT,2009,7,73.2,1058079,7.49,2809233
VA,2009,7,71.9,3598476,8.92,9890124
VT,2009,7,64,357955,12.7,466321
WA,2009,7,67.5,3202100,6.47,6889047
WI,2009,7,63.7,2935558,9.62,5748467
WV,2009,7,67.8,1013572,6.52,2355388
WY,2009,7,63.6,324178,6.33,1301419
AK,2009,8,49,319759,14.8,491709
AL,2009,8,78,2491660,9.2,8065032
AR,2009,8,76.6,1532896,7.87,4333132
AZ,2009,8,79.7,2839025,10.39,8337618
CA,2009,8,74.8,14816376,14.91,24681491
CO,2009,8,64.8,2478137,8.86,4870453
CT,2009,8,71.7,1596617,18.02,2784290
DC,2009,8,78.3,246934,13.36,1165963
DE,2009,8,77.2,444671,12.38,1078841
FL,2009,8,82.1,9557095,11.37,21903731
GA,2009,8,78.8,4626351,9.24,13138686
HI,2009,8,72.9,474170,22.19,922874
IA,2009,8,68.3,1547430,8.37,3887928
ID,2009,8,63.8,787478,6.79,2186716
IL,2009,8,70.9,5644295,9.15,12624443
IN,2009,8,70.7,3085618,7.78,9157465
KS,2009,8,74.4,1453877,8.47,3808676
KY,2009,8,73.6,2227471,7.06,7405454
LA,2009,8,81.2,2242960,6.78,7853928
MA,2009,8,71,3050499,15.29,5339980
MD,2009,8,76.2,2438616,13.42,6177908
ME,2009,8,66.1,788639,12.98,1028628
MI,2009,8,65.4,4800132,10.09,8944946
MN,2009,8,64.2,2576605,8.8,5540188
MO,2009,8,72.6,3067915,8.6,7479417
MS,2009,8,78.7,1476699,8.8,4605232
MT,2009,8,63.4,573956,7.6,1191325
NC,2009,8,77.4,4837148,8.56,12644681
ND,2009,8,64.5,383614,7.12,956856
NE,2009,8,69.4,1012800,7.99,2641607
NH,2009,8,67,691341,14.63,1014218
NJ,2009,8,74.9,3942058,15.57,8324827
NM,2009,8,72.2,988772,8.68,2098136
NV,2009,8,70.2,1213373,11.48,3692910
NY,2009,8,67.9,7959327,16.43,13468857
OH,2009,8,71,5503545,9.55,13424635
OK,2009,8,78.9,1930373,7.39,5680975
OR,2009,8,65.3,1885230,7.37,3819609
PA,2009,8,70,5938596,9.93,13201845
RI,2009,8,72.6,479397,13.26,805285
SC,2009,8,80,2431826,8.56,7625559
SD,2009,8,67.4,437345,7.67,924051
TN,2009,8,74.9,3162736,8.65,8862153
TX,2009,8,83.3,11071850,9.85,36275885
UT,2009,8,69.7,1059410,7.38,2624162
VA,2009,8,75.2,3601983,8.99,10549639
VT,2009,8,66.2,357955,12.76,489626
WA,2009,8,65.4,3193660,6.48,6952209
WI,2009,8,64.8,2933247,9.5,5899623
WV,2009,8,71.3,1013934,6.64,2597224
WY,2009,8,61.8,324295,6.33,1264570
AK,2009,9,41.6,320333,15.26,481449
AL,2009,9,75,2491542,8.7,7422653
AR,2009,9,71.3,1532475,7.45,3896955
AZ,2009,9,74.1,2840268,10.09,7426753
CA,2009,9,73,14801842,14.72,24862939
CO,2009,9,57.6,2476659,8.93,4415205
CT,2009,9,61,1597676,17.87,2537634
DC,2009,9,68.4,247492,13.32,910772
DE,2009,9,66.9,444585,12.06,1048184
FL,2009,9,80.5,9618100,11.39,21486125
GA,2009,9,74.5,4625731,8.91,11485082
HI,2009,9,70.9,474795,22.58,881266
IA,2009,9,63.3,1547508,7.8,3410205
ID,2009,9,60.1,788306,6.62,1845558
IL,2009,9,65.9,5628928,9.14,11299954
IN,2009,9,65.5,3095872,7.6,8206711
KS,2009,9,65.3,1450628,8.22,3198443
KY,2009,9,69,2227793,6.48,7397543
LA,2009,9,77.4,2241897,6.69,7494454
MA,2009,9,59.8,3049587,15.79,4439506
MD,2009,9,66.4,2439992,13.02,4896730
ME,2009,9,54.9,788560,12.47,925677
MI,2009,9,60.8,4640921,9.72,8130288
MN,2009,9,62.6,2576492,7.96,5196429
MO,2009,9,66.6,3066301,7.79,6417900
MS,2009,9,75.8,1475938,8.8,4256982
MT,2009,9,60.7,573202,7.65,1110064
NC,2009,9,69.6,4839757,8.74,10979726
ND,2009,9,63.3,380529,7.06,921869
NE,2009,9,61.8,1013042,7.72,2297861
NH,2009,9,56,690096,14.58,938153
NJ,2009,9,64.7,3960586,14.93,6346134
NM,2009,9,63.9,988805,8.13,1874242
NV,2009,9,66.7,1211972,11.43,3245704
NY,2009,9,58.4,7958340,16.44,12326228
OH,2009,9,64.6,5502400,9.05,11572491
OK,2009,9,70.1,1930766,7.26,4500886
OR,2009,9,61.4,1887199,7.45,3645760
PA,2009,9,61.4,5940943,9.61,11296053
RI,2009,9,61.7,492973,14.87,540157
SC,2009,9,73.8,2436132,8.41,6627427
SD,2009,9,63,436245,7.64,852883
TN,2009,9,70.6,3159824,8.5,8505408
TX,2009,9,74.1,11089555,9.64,32093920
UT,2009,9,64.3,1060792,7.22,2484673
VA,2009,9,66.6,3605106,9.06,8460140
VT,2009,9,55.8,358338,12.81,436853
WA,2009,9,59.9,3196860,6.47,6689841
WI,2009,9,61.4,2930975,9.53,5313785
WV,2009,9,64.3,1014597,6.45,2273256
WY,2009,9,57.4,324555,6.29,1258395
AK,2009,10,30.5,319794,14.8,507573
AL,2009,10,62.8,2490842,8.04,6396993
AR,2009,10,57,1529431,7.29,3406579
AZ,2009,10,59.4,2848253,9.74,5836241
CA,2009,10,58.1,15036554,13.23,22723895
CO,2009,10,40.8,2479739,8.79,4177526
CT,2009,10,49.5,1598871,18.13,2281636
DC,2009,10,56.4,249350,13.36,866139
DE,2009,10,56.6,444127,12.03,857757
FL,2009,10,75.3,9581996,11.4,19867933
GA,2009,10,64.1,4624423,8.65,10120549
HI,2009,10,71.4,474793,23.57,912733
IA,2009,10,44.9,1549459,7.02,3340902
ID,2009,10,39.5,788340,6.53,1660607
IL,2009,10,50.1,5635430,8.96,10632372
IN,2009,10,50.5,3091717,7.36,7908440
KS,2009,10,48.8,1449040,7.94,2874538
KY,2009,10,53.8,2229051,6.07,7555549
LA,2009,10,66.7,2241634,6.68,6870217
MA,2009,10,48.4,3081338,15,4379698
MD,2009,10,55.4,2441079,12.77,4598464
ME,2009,10,41.2,787913,12.55,991327
MI,2009,10,44.6,4796336,9.32,8086396
MN,2009,10,39.9,2579758,7.94,5191459
MO,2009,10,50.9,3064888,6.97,5980704
MS,2009,10,62.6,1474484,8.63,3866285
MT,2009,10,36.4,572726,7.68,1136299
NC,2009,10,58.9,4841620,8.68,9581003
ND,2009,10,38,384141,6.66,1007430
NE,2009,10,42.3,986817,7.04,2173114
NH,2009,10,43.4,690011,14.81,841401
NJ,2009,10,53.4,3960826,13.7,5706246
NM,2009,10,52.5,989597,8.06,1740169
NV,2009,10,47.9,1212629,10.29,2562090
NY,2009,10,45.9,7970230,15.77,10938845
OH,2009,10,50,5504441,8.78,11632246
OK,2009,10,54.8,1930859,7.1,4017311
OR,2009,10,45.1,1885893,7.54,3683604
PA,2009,10,48.6,5943287,9.52,11104815
RI,2009,10,50.7,487659,14.12,601484
SC,2009,10,62.2,2436131,8.4,5841641
SD,2009,10,39.5,439849,7.5,840673
TN,2009,10,56.2,3154504,8.36,7330339
TX,2009,10,64.2,11107112,9.39,27872072
UT,2009,10,45.7,1061848,6.89,2144331
VA,2009,10,55.3,3607085,8.69,8078592
VT,2009,10,42.9,358336,12.98,442809
WA,2009,10,44.2,3203820,6.55,6806773
WI,2009,10,42.2,2931202,9.16,5365714
WV,2009,10,51.3,1014814,6.75,2358443
WY,2009,10,35.1,324993,6.28,1416356
AK,2009,11,7.4,318698,15.16,538874
AL,2009,11,53.4,2491313,8.12,6141673
AR,2009,11,54,1525487,7.2,3162996
AZ,2009,11,52.9,2856519,8.76,5054801
CA,2009,11,50.9,14303681,11.36,19159063
CO,2009,11,37.8,2479541,8.71,4047908
CT,2009,11,46,1600007,17.95,2171228
DC,2009,11,49.8,251280,12.91,838158
DE,2009,11,50.6,444198,12.02,810868
FL,2009,11,66,9812358,11.52,17536981
GA,2009,11,55.6,4623200,8.29,9226154
HI,2009,11,69.3,474472,23.24,846802
IA,2009,11,43.4,1545878,6.84,3516255
ID,2009,11,33,787662,6.52,1779506
IL,2009,11,47.2,5658402,8.85,10421967
IN,2009,11,46.3,3091990,7.29,7780584
KS,2009,11,47.6,1453262,7.75,2799127
KY,2009,11,49.2,2229859,6.04,7004762
LA,2009,11,58.3,2239499,6.13,5903607
MA,2009,11,45.3,3043033,14.6,4234326
MD,2009,11,49.6,2443290,12.62,4544171
ME,2009,11,38.5,788099,12.79,896461
MI,2009,11,41,4788032,9.16,7871520
MN,2009,11,37.8,2572457,7.95,5128571
MO,2009,11,49.8,3067136,6.48,5866921
MS,2009,11,54.7,1473843,8.5,3359091
MT,2009,11,35.2,570797,7.5,1121707
NC,2009,11,52.7,4843953,8.38,9006886
ND,2009,11,36.4,383891,6.6,1047839
NE,2009,11,42.2,983803,6.7,2235327
NH,2009,11,40,686118,14.71,823376
NJ,2009,11,49.2,3973392,13.6,5428592
NM,2009,11,45.2,988961,7.52,1697469
NV,2009,11,40.7,1208274,9.13,2385992
NY,2009,11,41.8,7961599,14.67,10670570
OH,2009,11,46.1,5508548,8.7,11029327
OK,2009,11,53.6,1931064,6.48,3851500
OR,2009,11,38.2,1880161,7.73,3837820
PA,2009,11,44.8,5939126,9.41,10967830
RI,2009,11,47.8,492867,14.19,570778
SC,2009,11,55.5,2434490,8.42,5486473
SD,2009,11,40,436440,7.36,867546
TN,2009,11,50.5,3152179,8.05,6865442
TX,2009,11,57.3,11054149,9.24,23222924
UT,2009,11,39,1062849,6.18,2052307
VA,2009,11,49.5,3610299,8.73,7782066
VT,2009,11,39.4,357950,12.66,420291
WA,2009,11,38,3166070,6.71,7110107
WI,2009,11,40,2923882,9.22,5187435
WV,2009,11,46.9,1016169,7.03,2361900
WY,2009,11,33.9,322716,6.04,1483977
AK,2009,12,10.2,319030,14.76,594006
AL,2009,12,44.8,2493148,8.66,6964800
AR,2009,12,38.1,1525714,7.41,3621183
AZ,2009,12,39,2870201,8.65,5341392
CA,2009,12,41.8,15286390,12.21,21942679
CO,2009,12,20.4,2482197,8.44,4470019
CT,2009,12,30.1,1609884,17.77,2542608
DC,2009,12,35.2,252462,13.07,986990
DE,2009,12,37.1,444859,12.02,899305
FL,2009,12,60.4,9634076,11.29,17303614
GA,2009,12,46.2,4629250,8.43,10829918
HI,2009,12,67.2,475584,23.28,837773
IA,2009,12,19.8,1551303,7.02,4056369
ID,2009,12,19.8,789207,6.97,2108741
IL,2009,12,29.1,5654498,8.54,12244431
IN,2009,12,30.4,3104951,7.31,9001715
KS,2009,12,26.5,1452514,7.49,3308499
KY,2009,12,35.6,2236969,6.22,8310675
LA,2009,12,48.1,2241923,6.56,6199643
MA,2009,12,29,3065348,14.21,4671318
MD,2009,12,35.4,2446026,12.45,5648453
ME,2009,12,21.9,788379,13.29,1003866
MI,2009,12,23.6,4797934,9.64,8770574
MN,2009,12,12,2577568,7.99,5869130
MO,2009,12,30.6,3067625,6.54,7453319
MS,2009,12,44.3,1475281,8.32,3701395
MT,2009,12,12,572560,7.59,1317370
NC,2009,12,40.7,4849124,8.29,10899464
ND,2009,12,7.4,384809,6.29,1285754
NE,2009,12,18.6,987719,6.52,2731270
NH,2009,12,23.2,687215,14.84,891091
NJ,2009,12,34.4,3929092,13.85,6391962
NM,2009,12,31.6,991954,7.74,1857502
NV,2009,12,26,1213558,9.95,2649996
NY,2009,12,25.2,7990693,15.44,11903625
OH,2009,12,30.6,5517293,8.72,13241594
OK,2009,12,34.6,1933456,6.33,4821211
OR,2009,12,28.5,1884493,7.57,4803565
PA,2009,12,28.9,5948198,9.49,12703240
RI,2009,12,32.1,487264,13.95,669018
SC,2009,12,44.9,2438950,8.11,6442571
SD,2009,12,13.5,439771,7.25,1046750
TN,2009,12,37.9,3153195,8.01,7847470
TX,2009,12,43.1,11089955,9.36,27851900
UT,2009,12,21.6,1065073,6.19,2525313
VA,2009,12,35.7,3614665,8.75,10029835
VT,2009,12,21.9,357048,13.03,508795
WA,2009,12,26.6,3198316,6.71,8825340
WI,2009,12,18.2,2943298,9.15,5939938
WV,2009,12,32.3,1015043,6.9,2901333
WY,2009,12,14.5,327224,5.97,1522729
AK,2010,1,1.5,319022,14.32,597803
AL,2010,1,40,2485960,8.54,8086522
AR,2010,1,36.5,1519724,7.49,4252192
AZ,2010,1,42.2,2865794,8.54,5414020
CA,2010,1,45.2,14425408,12.29,20256041
CO,2010,1,26.1,2484810,8.55,4477792
CT,2010,1,27,1626684,17.63,2848006
DC,2010,1,33.4,253428,13.08,988240
DE,2010,1,33.3,445875,11.58,1089421
FL,2010,1,52.5,9606876,8.58,20264386
GA,2010,1,41.8,4582236,8.41,12804669
HI,2010,1,67.6,474917,23.77,834491
IA,2010,1,13.6,1548579,6.94,4100049
ID,2010,1,28.2,789662,6.6,1999865
IL,2010,1,21.5,5659560,8.67,13040239
IN,2010,1,23.9,3108424,7.25,9649413
KS,2010,1,27.2,1451783,7.55,3610636
KY,2010,1,29.8,2232682,6.33,8775745
LA,2010,1,45.6,2233391,7.47,7228383
MA,2010,1,25.9,3066299,14.29,4923503
MD,2010,1,32.2,2450559,12.74,6128757
ME,2010,1,20.3,788734,13.41,1017191
MI,2010,1,21.3,4781495,9.45,8832476
MN,2010,1,8.8,2575474,8.05,6069563
MO,2010,1,25.5,3074889,6.43,8107616
MS,2010,1,40.6,1466508,8.03,4387989
MT,2010,1,20.6,571521,7.61,1365824
NC,2010,1,36.6,4811046,8.43,12834196
ND,2010,1,9.7,384148,6.32,1311337
NE,2010,1,22.1,985002,6.53,2747283
NH,2010,1,21.1,703197,14.71,1005395
NJ,2010,1,31.2,3942660,14.25,6725035
NM,2010,1,33.6,994608,7.99,1864059
NV,2010,1,32.9,1212932,9.2,2567124
NY,2010,1,21.8,7979330,15.54,12479249
OH,2010,1,25,5516007,8.89,13917068
OK,2010,1,35.2,1928019,6.67,4920158
OR,2010,1,36.9,1882127,7.43,4129831
PA,2010,1,25.7,5944981,9.69,13772564
RI,2010,1,28.4,494458,14.22,641628
SC,2010,1,40.7,2415847,8.5,7453389
SD,2010,1,14.8,435751,7.14,1135212
TN,2010,1,32.8,3155013,7.73,9687678
TX,2010,1,44.4,11018124,9.43,30235389
UT,2010,1,27,1063993,6.4,2370752
VA,2010,1,32.7,3614484,8.79,10723672
VT,2010,1,20.1,357109,12.95,520552
WA,2010,1,36.3,3189468,6.66,8854879
WI,2010,1,15.1,2939430,9.57,6091810
WV,2010,1,27.7,1017686,7.28,3161342
WY,2010,1,22.2,325287,6.1,1578332
AK,2010,2,10.8,318930,14.6,534177
AL,2010,2,40.6,2488715,8.22,7427490
AR,2010,2,36.5,1519571,7.36,3944855
AZ,2010,2,44.3,2870624,8.68,4803033
CA,2010,2,46.8,14328274,11.83,19038040
CO,2010,2,24.6,2486938,8.67,4050375
CT,2010,2,29.8,1618417,17.56,2466530
DC,2010,2,30.9,253962,13.55,902386
DE,2010,2,31.4,446287,11.75,969737
FL,2010,2,52.6,9588252,10.74,17291428
GA,2010,2,42.1,4588332,8.6,11149498
HI,2010,2,66.5,474611,24.57,730950
IA,2010,2,17.3,1548865,6.78,3683887
ID,2010,2,28.9,789566,6.51,1745053
IL,2010,2,25.7,5662532,8.73,11758332
IN,2010,2,25.7,3101274,7.33,8746937
KS,2010,2,29.9,1449704,7.94,2991842
KY,2010,2,30.6,2233895,6.48,8390868
LA,2010,2,44.8,2234220,7.76,6608239
MA,2010,2,29.3,3073075,14.06,4782704
MD,2010,2,30.8,2452574,12.91,5489973
ME,2010,2,24.6,788623,13.3,898508
MI,2010,2,23.1,4782728,9.36,8025787
MN,2010,2,12.8,2577404,8.22,5318275
MO,2010,2,28.4,3078149,6.49,7272615
MS,2010,2,40.7,1467788,8.17,3933869
MT,2010,2,21.1,571673,7.64,1189119
NC,2010,2,36.9,4814774,8.61,11330713
ND,2010,2,9.3,384927,6.69,1188331
NE,2010,2,23,984796,6.9,2446521
NH,2010,2,25.3,703140,14.32,917826
NJ,2010,2,31.1,3931241,14.06,5954081
NM,2010,2,35.1,994809,8.14,1679919
NV,2010,2,35.8,1212303,9.62,2239690
NY,2010,2,24.1,7971945,15.76,11573522
OH,2010,2,25.7,5516375,8.86,12580244
OK,2010,2,35.7,1928435,6.77,4344399
OR,2010,2,37.6,1883329,7.49,3799942
PA,2010,2,25.8,5944246,10.39,12495939
RI,2010,2,31.3,497141,14.39,604398
SC,2010,2,41.2,2416115,8.49,6651903
SD,2010,2,14.6,437655,7.34,1015559
TN,2010,2,33.7,3163072,7.68,8982003
TX,2010,2,44,11020940,9.49,26517691
UT,2010,2,29.9,1064577,6.4,2184937
VA,2010,2,31.9,3618001,8.89,9686062
VT,2010,2,23.5,356895,13.11,458233
WA,2010,2,38.5,3188967,6.68,7965966
WI,2010,2,20,2922230,9.64,5345092
WV,2010,2,27.2,1018827,7.34,2931208
WY,2010,2,21.5,326650,6.18,1421043
AK,2010,3,9.8,320110,14.44,548428
AL,2010,3,51.2,2490609,8.33,6923107
AR,2010,3,50.5,1523547,7.32,3643327
AZ,2010,3,49.2,2874099,8.71,5013318
CA,2010,3,49,14995778,12.18,20861122
CO,2010,3,35.2,2490097,8.64,4224415
CT,2010,3,43,1618684,17.5,2442711
DC,2010,3,49.5,253848,13.33,857927
DE,2010,3,48.1,446499,11.57,964060
FL,2010,3,59,9658495,10.79,16645139
GA,2010,3,52.1,4591802,8.56,10597062
HI,2010,3,66.1,475810,25.08,812456
IA,2010,3,38.4,1553611,7.29,3593145
ID,2010,3,35.2,791130,6.54,1739050
IL,2010,3,43.8,5674612,9,10816710
IN,2010,3,43.6,3118440,7.28,8465645
KS,2010,3,44.2,1453812,8.04,2978921
KY,2010,3,46.5,2238226,5.81,7905498
LA,2010,3,55.1,2246684,8.4,6246340
MA,2010,3,41.4,3079095,14.28,4563821
MD,2010,3,47.5,2453617,12.69,5056547
ME,2010,3,34.6,789146,12.88,941914
MI,2010,3,37.6,4784419,9.38,8184398
MN,2010,3,35.8,2588440,8.12,5520253
MO,2010,3,45,3075147,6.64,6683765
MS,2010,3,52.3,1472371,8.14,3807936
MT,2010,3,36.2,574610,7.75,1130371
NC,2010,3,49.5,4818720,8.61,10769897
ND,2010,3,31.6,385705,6.56,1123068
NE,2010,3,39.7,1025230,7.27,2420489
NH,2010,3,37,703688,14.61,853953
NJ,2010,3,46.2,3941578,13.91,5973784
NM,2010,3,43.1,996265,8.18,1723163
NV,2010,3,39.9,1215251,9.32,2381480
NY,2010,3,38.2,8002339,15.29,11228223
OH,2010,3,42.2,5536150,8.84,12529707
OK,2010,3,49,1932310,6.7,4262454
OR,2010,3,39.5,1890250,7.66,3966472
PA,2010,3,42,5955954,10.15,12284653
RI,2010,3,43.6,495287,15.29,595922
SC,2010,3,52.2,2424621,7.51,6383304
SD,2010,3,36.3,439676,7.41,974982
TN,2010,3,47.2,3168922,7.88,8393883
TX,2010,3,54.8,11079822,9.38,26681477
UT,2010,3,38,1065417,6.58,2168371
VA,2010,3,47.4,3620086,8.54,8568472
VT,2010,3,35.9,357723,13.2,459820
WA,2010,3,40.9,3222276,6.62,7928824
WI,2010,3,37.4,2936745,9.55,5518601
WV,2010,3,43.4,1019181,7.28,2721713
WY,2010,3,34.2,327957,6.26,1431252
AK,2010,4,26.9,320034,14.94,501568
AL,2010,4,64.2,2489510,8.62,6239468
AR,2010,4,63.4,1523288,7.13,3297289
AZ,2010,4,56.1,2863657,8.85,4960902
CA,2010,4,50.9,15114494,11.79,20255544
CO,2010,4,43.6,2490162,9.21,3991430
CT,2010,4,52,1618135,17.56,2240761
DC,2010,4,59.2,254213,13.37,828632
DE,2010,4,57.5,446252,11.8,824124
FL,2010,4,69.7,9646786,10.67,15364190
GA,2010,4,64.5,4591117,8.37,9473469
HI,2010,4,66.8,475548,24.23,800370
IA,2010,4,55.2,1550531,7.36,3426368
ID,2010,4,40,790381,6.44,1684445
IL,2010,4,58.7,5667359,8.8,10221082
IN,2010,4,57.3,3103406,7.43,7536290
KS,2010,4,57.8,1454466,8.1,2742572
KY,2010,4,59.9,2233528,6.32,7079638
LA,2010,4,67.6,2242407,7.82,5814212
MA,2010,4,50.6,3067602,14.44,4073514
MD,2010,4,57.5,2452803,12.63,4458335
ME,2010,4,44.9,790052,12.46,856563
MI,2010,4,49,4781331,9.89,7541365
MN,2010,4,50,2582791,7.99,5006969
MO,2010,4,60.5,3077251,6.9,5827344
MS,2010,4,65.1,1471709,8.56,3418116
MT,2010,4,41.6,572213,7.61,1081996
NC,2010,4,61.3,4819424,8.51,9195341
ND,2010,4,47.2,385564,6.8,983168
NE,2010,4,51.7,986287,6.94,2273064
NH,2010,4,46.7,702894,14.66,835288
NJ,2010,4,55.5,3951071,13.69,5520467
NM,2010,4,52.7,996431,8.05,1694632
NV,2010,4,44.2,1210573,9.53,2289682
NY,2010,4,49.2,7999226,15.86,10298108
OH,2010,4,55.4,5523340,8.91,10882024
OK,2010,4,61.5,1931308,7.29,3904419
OR,2010,4,42,1886470,7.55,3700828
PA,2010,4,52.4,5953534,10.15,10953611
RI,2010,4,52,482251,14.13,554262
SC,2010,4,64.5,2422090,8.07,5581562
SD,2010,4,49.3,438942,7.63,876717
TN,2010,4,60.9,3163703,8.27,7284445
TX,2010,4,65.1,11079906,9.34,24541760
UT,2010,4,44.7,1065855,6.71,2012718
VA,2010,4,58.6,3619069,8.52,7466780
VT,2010,4,46.2,357971,13.06,417963
WA,2010,4,44.6,3205209,6.56,7443739
WI,2010,4,50,2944792,9.43,5145566
WV,2010,4,55.6,1016896,7.24,2221822
WY,2010,4,39.2,325188,6.03,1427608
AK,2010,5,41.3,320757,15.21,477747
AL,2010,5,73.3,2490197,8.84,6933687
AR,2010,5,71.3,1524290,7.23,3446769
AZ,2010,5,63.1,2855506,10.2,5605463
CA,2010,5,56.9,14737258,12.66,19017650
CO,2010,5,50.1,2490995,9.41,4058935
CT,2010,5,60.9,1615022,17.6,2130521
DC,2010,5,67,253762,13.05,976421
DE,2010,5,66.2,446572,12.04,791987
FL,2010,5,78.5,9639848,10.63,17944269
GA,2010,5,73.6,4593268,8.61,10672320
HI,2010,5,68.3,474396,25.25,849006
IA,2010,5,59.9,1550127,7.55,3539810
ID,2010,5,44.1,790393,6.53,1746510
IL,2010,5,64.3,5651676,9.03,10869941
IN,2010,5,64.3,3096144,7.57,8252630
KS,2010,5,62.1,1458067,8.21,3038553
KY,2010,5,67.3,2231551,6.5,7312963
LA,2010,5,77.3,2242828,7.54,6365683
MA,2010,5,60.3,3056805,13.87,4386483
MD,2010,5,65.7,2451284,12.42,4884561
ME,2010,5,54.6,790304,12.45,904246
MI,2010,5,58.3,4780847,10.1,8370852
MN,2010,5,56,2582897,8.05,5318920
MO,2010,5,64.5,3071751,7.96,6231450
MS,2010,5,74.4,1473616,8.69,3626255
MT,2010,5,46.3,572651,7.69,1090515
NC,2010,5,69.6,4821151,8.49,9822673
ND,2010,5,52.4,386108,7.09,919590
NE,2010,5,56.3,986416,7.41,2166578
NH,2010,5,56.7,706387,14.62,811404
NJ,2010,5,64,3962358,14.29,6044111
NM,2010,5,59.9,996518,8.06,1738280
NV,2010,5,49.2,1212782,9.38,2554566
NY,2010,5,58.6,7995568,16.48,10666624
OH,2010,5,63.4,5505416,9.05,11835769
OK,2010,5,68.2,1932128,7.61,4375065
OR,2010,5,46.4,1889481,7.59,3557333
PA,2010,5,60.5,5950125,10.29,11301561
RI,2010,5,60.9,494677,13.37,604862
SC,2010,5,73.2,2424585,8.2,6254174
SD,2010,5,54.2,439795,7.98,822662
TN,2010,5,69.1,3165518,8.47,7105877
TX,2010,5,73.8,11078341,9.3,27222961
UT,2010,5,50.2,1067034,7.07,2109651
VA,2010,5,66.2,3597400,8.56,8428162
VT,2010,5,56,358291,13.16,435682
WA,2010,5,48.7,3198811,6.5,7072381
WI,2010,5,57.6,2929738,9.61,5383730
WV,2010,5,63.4,1015449,7.24,2294023
WY,2010,5,44,326797,6.12,1357400
AK,2010,6,49.5,321839,15,466327
AL,2010,6,80.9,2506938,9.16,8230919
AR,2010,6,81.6,1541897,7.82,4253036
AZ,2010,6,75.9,2852867,10.5,7036534
CA,2010,6,69.1,14741602,13.91,22036601
CO,2010,6,64,2495052,9.86,4539747
CT,2010,6,68.9,1602576,17.39,2577600
DC,2010,6,76.7,253016,13.55,1172022
DE,2010,6,77.4,447221,12.32,935973
FL,2010,6,83.1,9714561,10.73,21765521
GA,2010,6,81,4630604,9.43,12898123
HI,2010,6,69.5,475517,25.32,832070
IA,2010,6,70.8,1549891,7.86,3894519
ID,2010,6,55.5,790681,6.68,1907318
IL,2010,6,74.9,5647980,9.64,12512370
IN,2010,6,74.1,3100687,7.59,9121925
KS,2010,6,77,1464530,8.65,3848859
KY,2010,6,77,2236842,6.92,7618355
LA,2010,6,83.5,2261455,7.56,7856828
MA,2010,6,67.6,3080554,14.26,4888577
MD,2010,6,76.2,2451088,13.14,5928451
ME,2010,6,60.8,791218,12.64,879577
MI,2010,6,64.9,4776041,10.25,8907617
MN,2010,6,63.8,2585023,8.72,5608077
MO,2010,6,77.3,3074469,8.99,7779519
MS,2010,6,82.2,1487728,8.84,4439265
MT,2010,6,57.5,573547,7.68,1050775
NC,2010,6,78.8,4849714,8.68,12210188
ND,2010,6,63.1,386868,7.59,932410
NE,2010,6,69.6,986309,8.17,2441335
NH,2010,6,63,706621,14.7,847669
