State,Year,Month,Count,Megawatthours
DC,2010,3,-114,-44459
DC,2010,4,365,-29295
DC,2010,5,-451,147789
DC,2010,6,-746,195601
DC,2010,7,344,38486
DC,2010,8,216,-43345
DC,2010,9,141,-164048
DC,2010,10,837,-121476
DC,2010,11,307,-8892
DC,2010,12,847,143449
DC,2011,1,493,2396
DC,2011,2,342,-161659
DC,2011,3,-100,32686
DC,2011,4,107,-56018
DC,2011,5,-323,126965
DC,2011,6,-642,122743
DC,2011,7,-87,167525
DC,2011,8,-1115,-165883
DC,2011,9,538,-135255
DC,2011,10,867,-68985
DC,2011,11,552,-32772
DC,2011,12,562,57364
DC,2012,1,-18,30583
DC,2012,2,387,-95554
DC,2012,3,292,-5952
DC,2012,4,717,-18434
DC,2012,5,134,141133
DC,2012,6,-1022,42567
DC,2012,7,255,216199
DC,2012,8,-782,-85892
DC,2012,9,1021,-204513
DC,2012,10,1235,-76764
DC,2012,11,793,25724
DC,2012,12,44,6863
DC,2013,1,807,-64438
DC,2013,2,1082,29947
DC,2013,3,20,130568
DC,2013,4,-320,-186234
DC,2013,5,546,97477
DC,2013,6,-1259,127211
DC,2013,7,498,155453
DC,2013,8,-635,-65796
DC,2013,9,622,-223878
DC,2013,10,1077,-24120
DC,2013,11,774,-40134
DC,2013,12,1214,98737
DC,2014,1,702,88851
DC,2014,2,-98,-124084
DC,2014,3,319,44586
DC,2014,4,2,-68951
DC,2014,5,-603,34559
DC,2014,6,-1027,89325
DC,2014,7,697,129638
DC,2014,8,-326,-115877
DC,2014,9,857,-75032
DC,2014,10,1919,-46444
DC,2014,11,2616,-20052
DC,2014,12,1719,53702
DC,2015,1,-11493,110202
DC,2015,2,9239,-60597
DC,2015,3,2471,-41560
DC,2015,4,1546,-71961
DC,2015,5,-682,60626
DC,2015,6,-1726,125922
DC,2015,7,2348,95211
DC,2015,8,917,-51624
DC,2015,9,1911,-92143
DC,2015,10,1528,-207584
DC,2015,11,285,57843
DC,2015,12,4715,19332
DC,2016,1,653,126422
DC,2016,2,591,18478
DC,2016,3,-53,-73658
DC,2016,4,98,-152228
DC,2016,5,993,73758
DC,2016,6,132,197686
DC,2016,7,165,90768
DC,2016,8,925,16743
DC,2016,9,843,-156852
DC,2016,10,636,-115952
DC,2016,11,455,-59349
DC,2016,12,1818,72759
DC,2017,1,1758,37221
DC,2017,2,-31,-125229
DC,2017,3,838,68624
DC,2017,4,130,-66676
DC,2017,5,155,47999
DC,2017,6,1339,142405
DC,2017,7,494,119641
DC,2017,8,746,-78543
DC,2017,9,-51,-116084
DC,2017,10,-450,-38348
DE,2007,2,235,29257
DE,2007,3,896,11831
DE,2007,4,624,-131245
DE,2007,5,662,-47347
DE,2007,6,443,130156
DE,2007,7,-235,106085
DE,2007,8,-454,55691
DE,2007,9,1141,-34651
DE,2007,10,32,-188573
DE,2007,11,-623,-8365
DE,2007,12,-1244,25708
DE,2008,1,32831,113958
DE,2008,2,268,-26148
DE,2008,3,452,-66144
DE,2008,4,-2360,-76781
DE,2008,5,2195,-45299
DE,2008,6,971,120734
DE,2008,7,-191,172237
DE,2008,8,-207,1745
DE,2008,9,407,-97948
DE,2008,10,-111,-112118
DE,2008,11,-20,-81900
DE,2008,12,735,147929
DE,2009,1,1446,86369
DE,2009,2,-535,-72219
DE,2009,3,450,-65463
DE,2009,4,-216,-97524
DE,2009,5,-150,-35023
DE,2009,6,252,82822
DE,2009,7,140,139572
DE,2009,8,617,53333
DE,2009,9,-86,-30657
DE,2009,10,-458,-190427
DE,2009,11,71,-46889
DE,2009,12,661,88437
DE,2010,1,1016,190116
DE,2010,2,412,-119684
DE,2010,3,212,-5677
DE,2010,4,-247,-139936
DE,2010,5,320,-32137
DE,2010,6,649,143986
DE,2010,7,4764,278319
DE,2010,8,-5444,-50350
DE,2010,9,1143,-96278
DE,2010,10,-248,-214356
DE,2010,11,206,-66929
DE,2010,12,434,158666
DE,2011,1,978,152663
DE,2011,2,171,-111314
DE,2011,3,344,-84339
DE,2011,4,-120,-55836
DE,2011,5,-180,-55401
DE,2011,6,140,188404
DE,2011,7,346,140592
DE,2011,8,509,44585
DE,2011,9,-147,-134509
DE,2011,10,-126,-171617
DE,2011,11,117,-35208
DE,2011,12,259,62374
DE,2012,1,362,104758
DE,2012,2,86,-71809
DE,2012,3,488,-32675
DE,2012,4,-52,-69184
DE,2012,5,-11,67479
DE,2012,6,666,112088
DE,2012,7,118,287863
DE,2012,8,475,-73369
DE,2012,9,-2,-347168
DE,2012,10,183,-33750
DE,2012,11,159,103404
DE,2012,12,277,-25395
DE,2013,1,1011,181712
DE,2013,2,0,-75380
DE,2013,3,570,-162185
DE,2013,4,388,-10609
DE,2013,5,312,32048
DE,2013,6,311,78414
DE,2013,7,493,199082
DE,2013,8,1623,-109833
DE,2013,9,-1034,-120759
DE,2013,10,166,-96991
DE,2013,11,557,19611
DE,2013,12,543,105828
DE,2014,1,223,122534
DE,2014,2,596,-76972
DE,2014,3,52,-12245
DE,2014,4,407,-128603
DE,2014,5,252,-28869
DE,2014,6,493,119917
DE,2014,7,843,146423
DE,2014,8,601,-90030
DE,2014,9,198,-69950
DE,2014,10,611,-78600
DE,2014,11,-18,5709
DE,2014,12,660,78537
DE,2015,1,-3762,205271
DE,2015,2,-3013,-91864
DE,2015,3,10720,-46458
DE,2015,4,480,-170722
DE,2015,5,462,-3142
DE,2015,6,1302,128242
DE,2015,7,-350,141563
DE,2015,8,552,-21316
DE,2015,9,421,-119601
DE,2015,10,-240,-81470
DE,2015,11,447,-26615
DE,2015,12,817,-30416
DE,2016,1,173,173948
DE,2016,2,859,-38129
DE,2016,3,-39,-93394
DE,2016,4,191,-93016
DE,2016,5,577,66493
DE,2016,6,714,108243
DE,2016,7,464,176125
DE,2016,8,974,76283
DE,2016,9,283,-187176
DE,2016,10,-62,-160655
DE,2016,11,162,-38359
DE,2016,12,569,101837
DE,2017,1,-569,54202
DE,2017,2,76,-121396
DE,2017,3,1646,38277
DE,2017,4,390,-87263
DE,2017,5,2362,5900
DE,2017,6,-960,119352
DE,2017,7,210,179124
DE,2017,8,778,-58545
DE,2017,9,266,-59524
DE,2017,10,54,-154048
FL,2007,2,92206,-1200954
FL,2007,3,3061,-605610
FL,2007,4,10497,23056
FL,2007,5,16342,1605040
FL,2007,6,-12614,2174904
FL,2007,7,-74235,2281334
FL,2007,8,201125,1256033
FL,2007,9,-181452,-463222
FL,2007,10,71761,-2650682
FL,2007,11,76561,-2685099
FL,2007,12,-71031,-436824
FL,2008,1,1926528,997819
FL,2008,2,37012,-1924116
FL,2008,3,-60973,-351076
FL,2008,4,75775,448377
FL,2008,5,-32611,1545887
FL,2008,6,38053,3433909
FL,2008,7,-139213,217408
FL,2008,8,111237,172356
FL,2008,9,68813,362213
FL,2008,10,-158190,-3307848
FL,2008,11,134249,-2431566
FL,2008,12,-64832,308206
FL,2009,1,-6275,735056
FL,2009,2,51955,-915409
FL,2009,3,-39402,-1171969
FL,2009,4,-9102,432699
FL,2009,5,6566,1878943
FL,2009,6,48827,2476068
FL,2009,7,-36920,2147287
FL,2009,8,-80273,-592058
FL,2009,9,61005,-417606
FL,2009,10,-36104,-1618192
FL,2009,11,230362,-2330952
FL,2009,12,-178282,-233367
FL,2010,1,-27200,2960772
FL,2010,2,-18624,-2972958
FL,2010,3,70243,-646289
FL,2010,4,-11709,-1280949
FL,2010,5,-6938,2580079
FL,2010,6,74713,3821252
FL,2010,7,-37241,1372006
FL,2010,8,-30845,156772
FL,2010,9,49391,-1054111
FL,2010,10,-90338,-3599444
FL,2010,11,268520,-1983059
FL,2010,12,-135174,1306554
FL,2011,1,-118749,878444
FL,2011,2,88258,-2732659
FL,2011,3,-76071,-880805
FL,2011,4,80830,1790562
FL,2011,5,7924,1543823
FL,2011,6,15906,2858641
FL,2011,7,-1479,722595
FL,2011,8,104828,1054153
FL,2011,9,-94188,-1024117
FL,2011,10,-90849,-3740545
FL,2011,11,252887,-2582812
FL,2011,12,-130975,246789
FL,2012,1,-158726,468097
FL,2012,2,-3091,-1086498
FL,2012,3,108166,1004478
FL,2012,4,354383,208585
FL,2012,5,404608,2129060
FL,2012,6,-745503,1581824
FL,2012,7,-77989,1858105
FL,2012,8,173860,313360
FL,2012,9,-146935,-1797916
FL,2012,10,55789,-1962165
FL,2012,11,195075,-3122145
FL,2012,12,-169909,408677
FL,2013,1,25730,542448
FL,2013,2,97835,-1165872
FL,2013,3,-66375,547587
FL,2013,4,89098,820918
FL,2013,5,93382,1178783
FL,2013,6,-68095,2571795
FL,2013,7,12665,844545
FL,2013,8,-80469,978992
FL,2013,9,89637,-1319330
FL,2013,10,25026,-1762931
FL,2013,11,103132,-2566110
FL,2013,12,90828,452633
FL,2014,1,-347997,538724
FL,2014,2,174787,-748096
FL,2014,3,41014,-584478
FL,2014,4,-4697,292281
FL,2014,5,9261,2020671
FL,2014,6,23789,1565256
FL,2014,7,38740,1889343
FL,2014,8,102163,1132323
FL,2014,9,-103521,-1883437
FL,2014,10,-14608,-2414066
FL,2014,11,159737,-2757398
FL,2014,12,-25038,524903
FL,2015,1,-221937,692935
FL,2015,2,31375,-1359168
FL,2015,3,81819,1782636
FL,2015,4,15136,374496
FL,2015,5,13546,1216057
FL,2015,6,9039,2169743
FL,2015,7,-7001,1574345
FL,2015,8,35611,98651
FL,2015,9,8277,-1270221
FL,2015,10,-56698,-2481980
FL,2015,11,243420,-1142558
FL,2015,12,-89213,-620888
FL,2016,1,-58356,-302028
FL,2016,2,-15768,-1092415
FL,2016,3,113840,603895
FL,2016,4,-61685,100238
FL,2016,5,155926,2363981
FL,2016,6,-58522,2604060
FL,2016,7,6606,2663277
FL,2016,8,24009,-552405
FL,2016,9,2787,-1679914
FL,2016,10,-57269,-2669182
FL,2016,11,248171,-2864664
FL,2016,12,-155239,496631
FL,2017,1,-15474,-324205
FL,2017,2,6656,-1794601
FL,2017,3,27430,1003014
FL,2017,4,-37,1363155
FL,2017,5,20342,2606099
FL,2017,6,11869,691936
FL,2017,7,16276,2288187
FL,2017,8,12250,265824
FL,2017,9,-1307,-2368239
FL,2017,10,-44451,-1207323
GA,2007,2,5802,-337355
GA,2007,3,-1283,-506678
GA,2007,4,2087,-698196
GA,2007,5,2928,1100615
GA,2007,6,4610,1758747
GA,2007,7,4141,741278
GA,2007,8,5337,1534098
GA,2007,9,-725,-1914672
GA,2007,10,-1328,-1765505
GA,2007,11,1230,-1275960
GA,2007,12,1905,716523
GA,2008,1,1833972,1258834
GA,2008,2,7048,-1058150
GA,2008,3,3430,-646873
GA,2008,4,1459,-398603
GA,2008,5,5151,900726
GA,2008,6,3187,2074875
GA,2008,7,6408,991805
GA,2008,8,3688,-64710
GA,2008,9,-3998,-1588486
GA,2008,10,-3330,-1781689
GA,2008,11,1112,-541432
GA,2008,12,3646,881614
GA,2009,1,11331,844088
GA,2009,2,5436,-1229231
GA,2009,3,-518,-373969
GA,2009,4,510,-694964
GA,2009,5,2097,1020271
GA,2009,6,4360,1775399
GA,2009,7,534,1595890
GA,2009,8,-626,-352239
GA,2009,9,-620,-1653604
GA,2009,10,-1308,-1364533
GA,2009,11,-1223,-894395
GA,2009,12,6050,1603764
GA,2010,1,-47014,1974751
GA,2010,2,6096,-1655171
GA,2010,3,3470,-552436
GA,2010,4,-685,-1123593
GA,2010,5,2151,1198851
GA,2010,6,37336,2225803
GA,2010,7,21910,1532725
GA,2010,8,-8857,135004
GA,2010,9,-7139,-1802130
GA,2010,10,-591,-2545122
GA,2010,11,-3081,-829029
GA,2010,12,-22260,2318275
GA,2011,1,524,892524
GA,2011,2,1533,-2034062
GA,2011,3,2757,-735278
GA,2011,4,3049,-159419
GA,2011,5,-5021,1101098
GA,2011,6,9748,2121978
GA,2011,7,2993,1226553
GA,2011,8,2022,209361
GA,2011,9,-1484,-2230294
GA,2011,10,-3159,-2250328
GA,2011,11,1402,-546106
GA,2011,12,3976,1024561
GA,2012,1,-16153,555043
GA,2012,2,7719,-1042187
GA,2012,3,8305,-21729
GA,2012,4,3318,-259633
GA,2012,5,4449,1410572
GA,2012,6,2773,869730
GA,2012,7,1374,1803623
GA,2012,8,2983,-493650
GA,2012,9,-1648,-1632882
GA,2012,10,2102,-1600609
GA,2012,11,2603,-286429
GA,2012,12,2856,575231
GA,2013,1,-981,609274
GA,2013,2,5822,-808609
GA,2013,3,6408,404891
GA,2013,4,6289,-1002755
GA,2013,5,3012,686426
GA,2013,6,2829,1632297
GA,2013,7,5133,852700
GA,2013,8,5033,291687
GA,2013,9,1752,-1209945
GA,2013,10,2546,-1418191
GA,2013,11,4153,-354640
GA,2013,12,4997,902108
GA,2014,1,-23753,2035841
GA,2014,2,5367,-2007152
GA,2014,3,3942,-437808
GA,2014,4,2281,-844895
GA,2014,5,-1088,1054147
GA,2014,6,18266,1431513
GA,2014,7,22373,998192
GA,2014,8,8208,193100
GA,2014,9,753,-1159207
GA,2014,10,5190,-1630446
GA,2014,11,4386,-204637
GA,2014,12,5716,460586
GA,2015,1,-4160,1347022
GA,2015,2,6585,-723827
GA,2015,3,8348,-810076
GA,2015,4,3335,-926617
GA,2015,5,5086,1137976
GA,2015,6,5411,1670405
GA,2015,7,4474,1622891
GA,2015,8,5278,-276088
GA,2015,9,1868,-1940577
GA,2015,10,3254,-1526620
GA,2015,11,2156,-659753
GA,2015,12,5864,464594
GA,2016,1,604,1762599
GA,2016,2,9033,-971146
GA,2016,3,5709,-754298
GA,2016,4,4544,-504046
GA,2016,5,7472,1040505
GA,2016,6,6970,1964955
GA,2016,7,3339,1732689
GA,2016,8,9490,-36022
GA,2016,9,926,-1452236
GA,2016,10,4109,-2164667
GA,2016,11,1482,-998288
GA,2016,12,6991,1015970
GA,2017,1,28244,295573
GA,2017,2,299,-1691483
GA,2017,3,20448,694804
GA,2017,4,-1067,-87507
GA,2017,5,11762,756435
GA,2017,6,6587,1268600
GA,2017,7,9766,1598532
GA,2017,8,7320,-72616
GA,2017,9,887,-1858445
GA,2017,10,3080,-771541
HI,2007,2,-92,-112843
HI,2007,3,702,116437
HI,2007,4,374,-53769
HI,2007,5,523,72660
HI,2007,6,-236,-4926
HI,2007,7,339,34260
HI,2007,8,1511,21316
HI,2007,9,-311,-37755
HI,2007,10,731,16672
HI,2007,11,39,-60761
HI,2007,12,964,8775
HI,2008,1,373,-24222
HI,2008,2,-740,-49916
HI,2008,3,760,68765
HI,2008,4,357,-35025
HI,2008,5,-362,51108
HI,2008,6,-318,-14439
HI,2008,7,566,43308
HI,2008,8,-769,530
HI,2008,9,1400,-34844
HI,2008,10,-477,10348
HI,2008,11,-955,-50739
HI,2008,12,561,-4613
HI,2009,1,2630,-22681
HI,2009,2,-988,-87112
HI,2009,3,727,70888
HI,2009,4,-160,-11974
HI,2009,5,-188,62288
HI,2009,6,-915,26502
HI,2009,7,1529,11929
HI,2009,8,-519,37629
HI,2009,9,625,-41608
HI,2009,10,-2,31467
HI,2009,11,-321,-65931
HI,2009,12,1112,-9029
HI,2010,1,-667,-3282
HI,2010,2,-306,-103541
HI,2010,3,1199,81506
HI,2010,4,-262,-12086
HI,2010,5,-1152,48636
HI,2010,6,1121,-16936
HI,2010,7,-303,38707
HI,2010,8,556,18925
HI,2010,9,892,-38987
HI,2010,10,-479,27049
HI,2010,11,600,-49135
HI,2010,12,591,10951
HI,2011,1,291,-1785
HI,2011,2,-529,-67349
HI,2011,3,836,78957
HI,2011,4,-12,-32241
HI,2011,5,45,35193
HI,2011,6,276,-50451
HI,2011,7,-532,50191
HI,2011,8,578,14684
HI,2011,9,713,-25581
HI,2011,10,-468,18650
HI,2011,11,911,-52963
HI,2011,12,-390,-1102
HI,2012,1,950,8254
HI,2012,2,-63,-61294
HI,2012,3,171,37897
HI,2012,4,-9,-22707
HI,2012,5,440,38665
HI,2012,6,-242,-18760
HI,2012,7,-24,33944
HI,2012,8,132,32325
HI,2012,9,28,-56626
HI,2012,10,343,46793
HI,2012,11,-123,-54281
HI,2012,12,418,21738
HI,2013,1,707,-32439
HI,2013,2,132,-89785
HI,2013,3,600,67668
HI,2013,4,782,10085
HI,2013,5,330,39296
HI,2013,6,-98,-26245
HI,2013,7,654,56410
HI,2013,8,-72,9973
HI,2013,9,-36,-38684
HI,2013,10,366,29240
HI,2013,11,-707,-52873
HI,2013,12,1162,25633
HI,2014,1,37,-44957
HI,2014,2,-82,-40689
HI,2014,3,543,31864
HI,2014,4,715,-12898
HI,2014,5,321,51529
HI,2014,6,17,-22278
HI,2014,7,158,60698
HI,2014,8,-13,18118
HI,2014,9,532,-17303
HI,2014,10,582,24314
HI,2014,11,14,-82427
HI,2014,12,668,-10103
HI,2015,1,298,-30628
HI,2015,2,285,-41309
HI,2015,3,294,45056
HI,2015,4,-2,12839
HI,2015,5,90,4933
HI,2015,6,405,15152
HI,2015,7,101,86755
HI,2015,8,21,37700
HI,2015,9,341,-30482
HI,2015,10,-211,-34478
HI,2015,11,182,-13961
HI,2015,12,413,-24634
HI,2016,1,435,-31119
HI,2016,2,470,-46077
HI,2016,3,336,27210
HI,2016,4,296,8227
HI,2016,5,138,31474
HI,2016,6,82,-8264
HI,2016,7,123,60598
HI,2016,8,505,39054
HI,2016,9,136,-48551
HI,2016,10,160,10504
HI,2016,11,373,-76938
HI,2016,12,95,29435
HI,2017,1,38,-47771
HI,2017,2,-33,-69122
HI,2017,3,448,96468
HI,2017,4,3,-21590
HI,2017,5,222,36042
HI,2017,6,-65,-4806
HI,2017,7,192,55616
HI,2017,8,363,22628
HI,2017,9,105,-35950
HI,2017,10,253,8264
IA,2007,2,454,-152563
IA,2007,3,113,-2640
IA,2007,4,-520,-216733
IA,2007,5,-169,169644
IA,2007,6,-159,323266
IA,2007,7,217,466858
IA,2007,8,1302,153632
IA,2007,9,431,-735719
IA,2007,10,659,-23202
IA,2007,11,1367,-203003
IA,2007,12,1581,236763
IA,2008,1,425744,327258
IA,2008,2,-2891,-225451
IA,2008,3,6658,-29399
IA,2008,4,-1652,-237325
IA,2008,5,169,-53691
IA,2008,6,-1636,123177
IA,2008,7,867,471864
IA,2008,8,1103,-54429
IA,2008,9,29,-557615
IA,2008,10,1916,95934
IA,2008,11,-5197,-64765
IA,2008,12,4736,438537
IA,2009,1,-936,173365
IA,2009,2,-488,-530946
IA,2009,3,3068,12139
IA,2009,4,-2706,-314879
IA,2009,5,507,-100661
IA,2009,6,-177,454176
IA,2009,7,2973,39673
IA,2009,8,-607,161570
IA,2009,9,78,-477723
IA,2009,10,1951,-69303
IA,2009,11,-3581,175353
IA,2009,12,5425,540114
IA,2010,1,-2724,43680
IA,2010,2,286,-416162
IA,2010,3,4746,-90742
IA,2010,4,-3080,-166777
IA,2010,5,-404,113442
IA,2010,6,-236,354709
IA,2010,7,3054,238905
IA,2010,8,1560,279486
IA,2010,9,37,-877911
IA,2010,10,-2223,-54944
IA,2010,11,230,104189
IA,2010,12,4789,477615
IA,2011,1,-5151,88547
IA,2011,2,-405,-444313
IA,2011,3,6360,57137
IA,2011,4,-4183,-346210
IA,2011,5,841,124266
IA,2011,6,365,273107
IA,2011,7,752,665452
IA,2011,8,2783,-276563
IA,2011,9,517,-672014
IA,2011,10,-1238,-48272
IA,2011,11,417,53512
IA,2011,12,3338,492041
IA,2012,1,-5439,-101673
IA,2012,2,3916,-167979
IA,2012,3,2120,-120553
IA,2012,4,-1750,-307479
IA,2012,5,1434,300739
IA,2012,6,-891,358759
IA,2012,7,2235,669129
IA,2012,8,2978,-492502
IA,2012,9,-3477,-542530
IA,2012,10,5104,-67930
IA,2012,11,-2724,9377
IA,2012,12,2205,292864
IA,2013,1,1399,274213
IA,2013,2,-997,-360956
IA,2013,3,1949,77090
IA,2013,4,58,-284942
IA,2013,5,1797,119995
IA,2013,6,-2080,65842
IA,2013,7,3272,405603
IA,2013,8,-490,151577
IA,2013,9,1399,-567063
IA,2013,10,4157,-66372
IA,2013,11,-2240,177827
IA,2013,12,1184,372859
IA,2014,1,-1788,171917
IA,2014,2,-1835,-307107
IA,2014,3,2792,-172227
IA,2014,4,-538,-278370
IA,2014,5,3512,91734
IA,2014,6,-1582,190983
IA,2014,7,4199,126452
IA,2014,8,294,139178
IA,2014,9,1165,-495857
IA,2014,10,2749,-14086
IA,2014,11,99,141703
IA,2014,12,1895,268224
IA,2015,1,-2204,234534
IA,2015,2,-210,-336765
IA,2015,3,3530,-94049
IA,2015,4,-417,-380893
IA,2015,5,821,140748
IA,2015,6,990,297378
IA,2015,7,2429,349777
IA,2015,8,-380,-35593
IA,2015,9,2989,-320546
IA,2015,10,2163,-290736
IA,2015,11,-2445,12157
IA,2015,12,5076,363722
IA,2016,1,-4996,248501
IA,2016,2,1695,-342023
IA,2016,3,4426,-33890
IA,2016,4,-3899,-315552
IA,2016,5,2357,89646
IA,2016,6,1274,535920
IA,2016,7,-87,165830
IA,2016,8,3826,185744
IA,2016,9,-17,-630174
IA,2016,10,1569,-155740
IA,2016,11,2015,29267
IA,2016,12,4555,606712
IA,2017,1,12660,-65347
IA,2017,2,1115,-546935
IA,2017,3,5083,218584
IA,2017,4,-2922,-427943
IA,2017,5,3516,153045
IA,2017,6,-70,484941
IA,2017,7,130,313382
IA,2017,8,4024,-345088
IA,2017,9,-2498,-290746
IA,2017,10,5071,33457
ID,2007,2,717,-350435
ID,2007,3,804,-78565
ID,2007,4,1077,-22431
ID,2007,5,1401,338591
ID,2007,6,966,264081
ID,2007,7,724,289049
ID,2007,8,2343,-263277
ID,2007,9,1776,-460939
ID,2007,10,617,-115331
ID,2007,11,2293,65379
ID,2007,12,1285,270172
ID,2008,1,69750,66537
ID,2008,2,-432,-193174
ID,2008,3,1650,-105986
ID,2008,4,-509,-67194
ID,2008,5,1111,213267
ID,2008,6,399,177565
ID,2008,7,2925,376110
ID,2008,8,421,-187056
ID,2008,9,1005,-497628
ID,2008,10,-150,-111506
ID,2008,11,-492,9156
ID,2008,12,1468,282169
ID,2009,1,905,40683
ID,2009,2,35,-265019
ID,2009,3,1079,17121
ID,2009,4,-969,-184907
ID,2009,5,557,217979
ID,2009,6,733,-58745
ID,2009,7,1189,482531
ID,2009,8,340,-79074
ID,2009,9,828,-341158
ID,2009,10,34,-184951
ID,2009,11,-678,118899
ID,2009,12,1545,329235
ID,2010,1,455,-108876
ID,2010,2,-96,-254812
ID,2010,3,1564,-6003
ID,2010,4,-749,-54605
ID,2010,5,12,62065
ID,2010,6,288,160808
ID,2010,7,2257,519175
ID,2010,8,623,-168994
ID,2010,9,619,-393840
ID,2010,10,-941,-214694
ID,2010,11,557,117490
ID,2010,12,1049,245902
ID,2011,1,-2684,50814
ID,2011,2,57,-199617
ID,2011,3,2512,-43049
ID,2011,4,-1948,-156291
ID,2011,5,447,11391
ID,2011,6,307,211266
ID,2011,7,1581,594407
ID,2011,8,306,-126860
ID,2011,9,1570,-434448
ID,2011,10,-146,-233299
ID,2011,11,579,137265
ID,2011,12,1200,207595
ID,2012,1,-175,-12267
ID,2012,2,848,-200577
ID,2012,3,600,-58384
ID,2012,4,489,-93719
ID,2012,5,669,268743
ID,2012,6,224,268231
ID,2012,7,947,336267
ID,2012,8,856,-72272
ID,2012,9,649,-557010
ID,2012,10,1569,-152855
ID,2012,11,-14,-53714
ID,2012,12,1183,224579
ID,2013,1,601,294346
ID,2013,2,104,-412339
ID,2013,3,493,-30196
ID,2013,4,540,-61162
ID,2013,5,1503,295484
ID,2013,6,35,276991
ID,2013,7,1567,331704
ID,2013,8,685,-251710
ID,2013,9,1655,-544949
ID,2013,10,1740,-112465
ID,2013,11,176,5029
ID,2013,12,1003,394066
ID,2014,1,492,-48978
ID,2014,2,70,-295752
ID,2014,3,831,-54403
ID,2014,4,952,-11627
ID,2014,5,1292,203675
ID,2014,6,415,383579
ID,2014,7,1924,251327
ID,2014,8,642,-388178
ID,2014,9,1314,-371109
ID,2014,10,1323,-135769
ID,2014,11,916,111190
ID,2014,12,906,150581
ID,2015,1,1065,53249
ID,2015,2,11683,-283993
ID,2015,3,-9732,-1933
ID,2015,4,702,114483
ID,2015,5,1243,15561
ID,2015,6,987,519265
ID,2015,7,1605,94866
ID,2015,8,649,-157885
ID,2015,9,1854,-428143
ID,2015,10,1075,-215508
ID,2015,11,114,100143
ID,2015,12,2479,257772
ID,2016,1,1598,15260
ID,2016,2,1169,-258403
ID,2016,3,1759,-66945
ID,2016,4,417,-61523
ID,2016,5,1340,169807
ID,2016,6,1193,535598
ID,2016,7,1009,149389
ID,2016,8,2020,-76082
ID,2016,9,1604,-615694
ID,2016,10,435,-136178
ID,2016,11,1404,66
ID,2016,12,1536,483865
ID,2017,1,-756,98727
ID,2017,2,720,-460193
ID,2017,3,1964,-17709
ID,2017,4,268,-143275
ID,2017,5,1818,266508
ID,2017,6,1315,332292
ID,2017,7,1443,473025
ID,2017,8,1981,-273909
ID,2017,9,1168,-556100
ID,2017,10,2378,-153153
IL,2007,2,44398,-745930
IL,2007,3,22868,-5551
IL,2007,4,-14734,-532601
IL,2007,5,11893,680367
IL,2007,6,-14805,1192328
IL,2007,7,23930,803891
IL,2007,8,-22817,909522
IL,2007,9,23824,-2337382
IL,2007,10,6503,-1006134
IL,2007,11,-24801,-9972
IL,2007,12,37730,914371
IL,2008,1,581238,725295
IL,2008,2,-22430,-674885
IL,2008,3,43346,-627896
IL,2008,4,-42539,-978586
IL,2008,5,29543,108497
IL,2008,6,48038,1844473
IL,2008,7,-69375,1483813
IL,2008,8,524,-637573
IL,2008,9,-12697,-1699076
IL,2008,10,-12106,-355168
IL,2008,11,17163,-311854
IL,2008,12,-21723,1640035
IL,2009,1,16934,304787
IL,2009,2,22294,-2139607
IL,2009,3,-23555,306656
IL,2009,4,-8899,-982023
IL,2009,5,-6666,131768
IL,2009,6,-9298,1650820
IL,2009,7,-11039,210886
IL,2009,8,6266,475954
IL,2009,9,-15367,-1324489
IL,2009,10,6502,-667582
IL,2009,11,22972,-210405
IL,2009,12,-3904,1822464
IL,2010,1,5062,795808
IL,2010,2,2972,-1281907
IL,2010,3,12080,-941622
IL,2010,4,-7253,-595628
IL,2010,5,-15683,648859
IL,2010,6,-3696,1642429
IL,2010,7,-4472,2296963
IL,2010,8,2526,162490
IL,2010,9,-8026,-3030075
IL,2010,10,11999,-1195003
IL,2010,11,-1829,-179104
IL,2010,12,19941,1937068
IL,2011,1,-6715,436986
IL,2011,2,27347,-1347596
IL,2011,3,-2389,-298693
IL,2011,4,-8977,-892011
IL,2011,5,-72,258262
IL,2011,6,-10022,1493327
IL,2011,7,31951,2604236
IL,2011,8,-20247,-586651
IL,2011,9,2089,-2405056
IL,2011,10,9656,-1067299
IL,2011,11,-12397,12030
IL,2011,12,26326,1010328
IL,2012,1,-19600,526754
IL,2012,2,22726,-970211
IL,2012,3,-7070,-319007
IL,2012,4,-572,-858821
IL,2012,5,-7591,1030693
IL,2012,6,-5557,1748307
IL,2012,7,-9749,2755895
IL,2012,8,84306,-1572277
IL,2012,9,-84616,-2115503
IL,2012,10,709,-1026469
IL,2012,11,3384,-229863
IL,2012,12,9105,983340
IL,2013,1,27815,677936
IL,2013,2,-9720,-898910
IL,2013,3,32131,149980
IL,2013,4,-14138,-809531
IL,2013,5,1378,181849
IL,2013,6,-11477,711401
IL,2013,7,3460,1818672
IL,2013,8,-6180,-167413
IL,2013,9,7038,-1666254
IL,2013,10,8310,-670065
IL,2013,11,1251,-49104
IL,2013,12,6560,1502579
IL,2014,1,4741,815761
IL,2014,2,7227,-1245730
IL,2014,3,21139,-139308
IL,2014,4,-21796,-1676407
IL,2014,5,-8102,772673
IL,2014,6,9892,1240073
IL,2014,7,-5870,437125
IL,2014,8,-1929,627309
IL,2014,9,10852,-2118946
IL,2014,10,-3511,-558013
IL,2014,11,12839,724839
