State,Year,Month,Count,price,Megawatthours
IA,2008,3,6658,0.2699999999999996,-29399
IA,2008,4,-1652,0.07000000000000027,-237325
IA,2008,5,169,0.1200000000000001,-53691
IA,2008,6,-1636,0.5300000000000002,123177
IA,2008,7,867,0.5499999999999998,471864
IA,2008,8,1103,0.16999999999999993,-54429
IA,2008,9,29,-0.6500000000000004,-557615
IA,2008,10,1916,-0.7599999999999998,95934
IA,2008,11,-5197,-0.2599999999999998,-64765
IA,2008,12,4736,0.7199999999999998,438537
IA,2009,1,-936,-0.22999999999999954,173365
IA,2009,2,-488,0.08000000000000007,-530946
IA,2009,3,3068,0.17999999999999972,12139
IA,2009,4,-2706,0.040000000000000036,-314879
IA,2009,5,507,-0.020000000000000462,-100661
IA,2009,6,-177,0.6100000000000003,454176
IA,2009,7,2973,1.1500000000000004,39673
IA,2009,8,-607,-0.45000000000000107,161570
IA,2009,9,78,-0.5699999999999994,-477723
IA,2009,10,1951,-0.7800000000000002,-69303
IA,2009,11,-3581,-0.17999999999999972,175353
IA,2009,12,5425,0.17999999999999972,540114
IA,2010,1,-2724,-0.07999999999999917,43680
IA,2010,2,286,-0.16000000000000014,-416162
IA,2010,3,4746,0.5099999999999998,-90742
IA,2010,4,-3080,0.07000000000000027,-166777
IA,2010,5,-404,0.1899999999999995,113442
IA,2010,6,-236,0.3100000000000005,354709
IA,2010,7,3054,1.2700000000000005,238905
IA,2010,8,1560,-0.2700000000000013,279486
IA,2010,9,37,-0.9199999999999989,-877911
IA,2010,10,-2223,-0.6100000000000003,-54944
IA,2010,11,230,-0.23000000000000045,104189
IA,2010,12,4789,0.2700000000000005,477615
IA,2011,1,-5151,-0.21,88547
IA,2011,2,-405,0.09999999999999963,-444313
IA,2011,3,6360,0.040000000000000036,57137
IA,2011,4,-4183,-0.08999999999999986,-346210
IA,2011,5,841,0.07000000000000027,124266
IA,2011,6,365,0.5999999999999996,273107
IA,2011,7,752,0.6900000000000004,665452
IA,2011,8,2783,-0.23000000000000045,-276563
IA,2011,9,517,-0.4699999999999998,-672014
IA,2011,10,-1238,-0.46,-48272
IA,2011,11,417,-0.2999999999999998,53512
IA,2011,12,3338,-0.0600000000000005,492041
IA,2012,1,-5439,0.10000000000000052,-101673
IA,2012,2,3916,-0.09000000000000075,-167979
IA,2012,3,2120,0.22000000000000064,-120553
IA,2012,4,-1750,0.17999999999999972,-307479
IA,2012,5,1434,-0.08000000000000007,300739
IA,2012,6,-891,0.71,358759
IA,2012,7,2235,0.6699999999999999,669129
IA,2012,8,2978,0.17999999999999972,-492502
IA,2012,9,-3477,-0.9299999999999996,-542530
IA,2012,10,5104,-0.6699999999999999,-67930
IA,2012,11,-2724,-0.2400000000000002,9377
IA,2012,12,2205,0.3800000000000008,292864
IA,2013,1,1399,0.25,274213
IA,2013,2,-997,-0.08000000000000007,-360956
IA,2013,3,1949,0.14999999999999947,77090
IA,2013,4,58,-0.16000000000000014,-284942
IA,2013,5,1797,-0.10999999999999943,119995
IA,2013,6,-2080,0.8099999999999996,65842
IA,2013,7,3272,0.7200000000000006,405603
IA,2013,8,-490,0.009999999999999787,151577
IA,2013,9,1399,-0.5400000000000009,-567063
IA,2013,10,4157,-0.5499999999999989,-66372
IA,2013,11,-2240,-0.39000000000000057,177827
IA,2013,12,1184,0.1299999999999999,372859
IA,2014,1,-1788,0.010000000000000677,171917
IA,2014,2,-1835,-0.020000000000000462,-307107
IA,2014,3,2792,0.4200000000000008,-172227
IA,2014,4,-538,0.0,-278370
IA,2014,5,3512,-0.37000000000000105,91734
IA,2014,6,-1582,0.6699999999999999,190983
IA,2014,7,4199,0.6600000000000001,126452
IA,2014,8,294,0.8100000000000005,139178
IA,2014,9,1165,-1.1799999999999995,-495857
IA,2014,10,2749,-1.160000000000001,-14086
IA,2014,11,99,-0.5099999999999998,141703
IA,2014,12,1895,0.4400000000000004,268224
IA,2015,1,-2204,0.21,234534
IA,2015,2,-210,-0.020000000000000462,-336765
IA,2015,3,3530,0.1200000000000001,-94049
IA,2015,4,-417,0.020000000000000462,-380893
IA,2015,5,821,-0.020000000000000462,140748
IA,2015,6,990,1.63,297378
IA,2015,7,2429,0.7000000000000011,349777
IA,2015,8,-380,-0.3500000000000014,-35593
IA,2015,9,2989,-0.8699999999999992,-320546
IA,2015,10,2163,-1.08,-290736
IA,2015,11,-2445,-0.46,12157
IA,2015,12,5076,0.13999999999999968,363722
IA,2016,1,-4996,0.25,248501
IA,2016,2,1695,-0.17999999999999972,-342023
IA,2016,3,4426,0.17999999999999972,-33890
IA,2016,4,-3899,-0.2599999999999998,-315552
IA,2016,5,2357,0.6400000000000006,89646
IA,2016,6,1274,1.8699999999999992,535920
IA,2016,7,-87,0.5400000000000009,165830
IA,2016,8,3826,-0.02000000000000135,185744
IA,2016,9,-17,-1.2699999999999996,-630174
IA,2016,10,1569,-1.4799999999999995,-155740
IA,2016,11,2015,-0.22000000000000064,29267
IA,2016,12,4555,0.020000000000000462,606712
IA,2017,1,12660,0.5399999999999991,-65347
IA,2017,2,1115,-0.08999999999999986,-546935
IA,2017,3,5083,-0.16999999999999904,218584
IA,2017,4,-2922,0.15999999999999925,-427943
IA,2017,5,3516,0.2400000000000002,153045
IA,2017,6,-70,1.92,484941
IA,2017,7,130,0.9500000000000012,313382
IA,2017,8,4024,-0.19000000000000128,-345088
IA,2017,9,-2498,-1.08,-290746
IA,2017,10,5071,-1.9399999999999995,33457
ID,2007,2,717,-0.009999999999999787,-350435
ID,2007,3,804,0.16999999999999993,-78565
ID,2007,4,1077,-0.2599999999999998,-22431
ID,2007,5,1401,-0.010000000000000677,338591
ID,2007,6,966,0.5200000000000005,264081
ID,2007,7,724,0.1200000000000001,289049
ID,2007,8,2343,0.21,-263277
ID,2007,9,1776,-0.1200000000000001,-460939
ID,2007,10,617,-0.1900000000000004,-115331
ID,2007,11,2293,0.07000000000000027,65379
ID,2007,12,1285,-0.049999999999999815,270172
ID,2008,1,69750,0.10999999999999943,66537
ID,2008,2,-432,-0.040000000000000036,-193174
ID,2008,3,1650,0.16000000000000014,-105986
ID,2008,4,-509,-0.05999999999999961,-67194
ID,2008,5,1111,-0.10000000000000052,213267
ID,2008,6,399,0.7600000000000007,177565
ID,2008,7,2925,-0.1299999999999999,376110
ID,2008,8,421,0.049999999999999815,-187056
ID,2008,9,1005,-0.07000000000000027,-497628
ID,2008,10,-150,0.009999999999999787,-111506
ID,2008,11,-492,0.05000000000000071,9156
ID,2008,12,1468,0.029999999999999364,282169
ID,2009,1,905,0.020000000000000462,40683
ID,2009,2,35,0.14999999999999947,-265019
ID,2009,3,1079,-0.029999999999999364,17121
ID,2009,4,-969,0.049999999999999815,-184907
ID,2009,5,557,-0.14000000000000054,217979
ID,2009,6,733,0.91,-58745
ID,2009,7,1189,0.1299999999999999,482531
ID,2009,8,340,-0.2699999999999996,-79074
ID,2009,9,828,-0.16999999999999993,-341158
ID,2009,10,34,-0.08999999999999986,-184951
ID,2009,11,-678,-0.010000000000000677,118899
ID,2009,12,1545,0.4500000000000002,329235
ID,2010,1,455,-0.3700000000000001,-108876
ID,2010,2,-96,-0.08999999999999986,-254812
ID,2010,3,1564,0.03000000000000025,-6003
ID,2010,4,-749,-0.09999999999999963,-54605
ID,2010,5,12,0.08999999999999986,62065
ID,2010,6,288,0.14999999999999947,160808
ID,2010,7,2257,0.03000000000000025,519175
ID,2010,8,623,-0.09999999999999963,-168994
ID,2010,9,619,-0.08000000000000007,-393840
ID,2010,10,-941,-0.20000000000000015,-214694
ID,2010,11,557,0.1200000000000001,117490
ID,2010,12,1049,0.040000000000000036,245902
ID,2011,1,-2684,0.049999999999999815,50814
ID,2011,2,57,-0.05999999999999961,-199617
ID,2011,3,2512,0.029999999999999364,-43049
ID,2011,4,-1948,-0.16999999999999993,-156291
ID,2011,5,447,0.1900000000000004,11391
ID,2011,6,307,0.3799999999999999,211266
ID,2011,7,1581,-0.20000000000000015,594407
ID,2011,8,306,-0.08000000000000007,-126860
ID,2011,9,1570,-0.8899999999999997,-434448
ID,2011,10,-146,0.5,-233299
ID,2011,11,579,0.1299999999999999,137265
ID,2011,12,1200,-0.25,207595
ID,2012,1,-175,0.5700000000000003,-12267
ID,2012,2,848,-0.040000000000000036,-200577
ID,2012,3,600,-0.010000000000000677,-58384
ID,2012,4,489,-0.029999999999999364,-93719
ID,2012,5,669,-0.1299999999999999,268743
ID,2012,6,224,0.6299999999999999,268231
ID,2012,7,947,0.3799999999999999,336267
ID,2012,8,856,0.029999999999999364,-72272
ID,2012,9,649,-0.7899999999999991,-557010
ID,2012,10,1569,0.16999999999999993,-152855
ID,2012,11,-14,-0.03000000000000025,-53714
ID,2012,12,1183,0.08000000000000007,224579
ID,2013,1,601,0.14999999999999947,294346
ID,2013,2,104,-0.029999999999999364,-412339
ID,2013,3,493,-0.08000000000000007,-30196
ID,2013,4,540,-0.040000000000000036,-61162
ID,2013,5,1503,0.049999999999999815,295484
ID,2013,6,35,0.9699999999999998,276991
ID,2013,7,1567,0.21999999999999972,331704
ID,2013,8,685,-0.07000000000000027,-251710
ID,2013,9,1655,-0.39999999999999947,-544949
ID,2013,10,1740,0.03000000000000025,-112465
ID,2013,11,176,-0.05999999999999961,5029
ID,2013,12,1003,0.15999999999999925,394066
ID,2014,1,492,-0.21999999999999972,-48978
ID,2014,2,70,-0.049999999999999815,-295752
ID,2014,3,831,0.049999999999999815,-54403
ID,2014,4,952,-0.05999999999999961,-11627
ID,2014,5,1292,0.029999999999999364,203675
ID,2014,6,415,0.5899999999999999,383579
ID,2014,7,1924,0.23000000000000045,251327
ID,2014,8,642,-0.08999999999999986,-388178
ID,2014,9,1314,-0.22000000000000064,-371109
ID,2014,10,1323,-0.2999999999999998,-135769
ID,2014,11,916,0.20000000000000015,111190
ID,2014,12,906,-0.09999999999999963,150581
ID,2015,1,1065,0.09999999999999963,53249
ID,2015,2,11683,-0.14999999999999947,-283993
ID,2015,3,-9732,0.0,-1933
ID,2015,4,702,-0.07000000000000027,114483
ID,2015,5,1243,0.6299999999999999,15561
ID,2015,6,987,-0.03999999999999915,519265
ID,2015,7,1605,0.0,94866
ID,2015,8,649,-0.040000000000000924,-157885
ID,2015,9,1854,-0.33999999999999986,-428143
ID,2015,10,1075,-0.09999999999999963,-215508
ID,2015,11,114,-0.1200000000000001,100143
ID,2015,12,2479,0.2399999999999993,257772
ID,2016,1,1598,-0.0699999999999994,15260
ID,2016,2,1169,0.03000000000000025,-258403
ID,2016,3,1759,0.01999999999999957,-66945
ID,2016,4,417,-0.16999999999999993,-61523
ID,2016,5,1340,-0.040000000000000036,169807
ID,2016,6,1193,0.6499999999999995,535598
ID,2016,7,1009,-0.08999999999999986,149389
ID,2016,8,2020,-0.0600000000000005,-76082
ID,2016,9,1604,-0.2999999999999989,-615694
ID,2016,10,435,0.029999999999999364,-136178
ID,2016,11,1404,0.07000000000000027,66
ID,2016,12,1536,-0.09999999999999963,483865
ID,2017,1,-756,-0.07000000000000027,98727
ID,2017,2,720,0.16000000000000014,-460193
ID,2017,3,1964,0.0,-17709
ID,2017,4,268,-0.1200000000000001,-143275
ID,2017,5,1818,0.03000000000000025,266508
ID,2017,6,1315,1.1799999999999995,332292
ID,2017,7,1443,-0.6400000000000006,473025
ID,2017,8,1981,0.07000000000000027,-273909
ID,2017,9,1168,-0.3899999999999988,-556100
ID,2017,10,2378,-0.010000000000001565,-153153
IL,2007,2,44398,0.030000000000001137,-745930
IL,2007,3,22868,-0.19000000000000128,-5551
IL,2007,4,-14734,-0.06999999999999851,-532601
IL,2007,5,11893,0.20999999999999908,680367
IL,2007,6,-14805,0.3300000000000001,1192328
IL,2007,7,23930,-0.029999999999999364,803891
IL,2007,8,-22817,0.33999999999999986,909522
IL,2007,9,23824,-0.2400000000000002,-2337382
IL,2007,10,6503,0.009999999999999787,-1006134
IL,2007,11,-24801,-0.10999999999999943,-9972
IL,2007,12,37730,-0.1100000000000012,914371
IL,2008,1,581238,-0.1399999999999988,725295
IL,2008,2,-22430,0.22999999999999865,-674885
IL,2008,3,43346,0.23000000000000045,-627896
IL,2008,4,-42539,0.22000000000000064,-978586
IL,2008,5,29543,0.04999999999999893,108497
IL,2008,6,48038,0.5700000000000003,1844473
IL,2008,7,-69375,0.22000000000000064,1483813
IL,2008,8,524,-0.17999999999999972,-637573
IL,2008,9,-12697,-0.14000000000000054,-1699076
IL,2008,10,-12106,0.01999999999999957,-355168
IL,2008,11,17163,0.13000000000000078,-311854
IL,2008,12,-21723,-0.4600000000000009,1640035
IL,2009,1,16934,0.07000000000000027,304787
IL,2009,2,22294,0.17999999999999972,-2139607
IL,2009,3,-23555,-0.03999999999999915,306656
IL,2009,4,-8899,-0.07000000000000027,-982023
IL,2009,5,-6666,-0.08999999999999986,131768
IL,2009,6,-9298,0.029999999999999364,1650820
IL,2009,7,-11039,-0.10999999999999943,210886
IL,2009,8,6266,-0.01999999999999957,475954
IL,2009,9,-15367,-0.009999999999999787,-1324489
IL,2009,10,6502,-0.17999999999999972,-667582
IL,2009,11,22972,-0.1100000000000012,-210405
IL,2009,12,-3904,-0.3100000000000005,1822464
IL,2010,1,5062,0.13000000000000078,795808
IL,2010,2,2972,0.0600000000000005,-1281907
IL,2010,3,12080,0.2699999999999996,-941622
IL,2010,4,-7253,-0.1999999999999993,-595628
IL,2010,5,-15683,0.22999999999999865,648859
IL,2010,6,-3696,0.6100000000000012,1642429
IL,2010,7,-4472,0.16999999999999993,2296963
IL,2010,8,2526,-0.02000000000000135,162490
IL,2010,9,-8026,-0.5799999999999983,-3030075
IL,2010,10,11999,-0.19000000000000128,-1195003
IL,2010,11,-1829,-0.04999999999999893,-179104
IL,2010,12,19941,-0.4900000000000002,1937068
IL,2011,1,-6715,-0.09999999999999963,436986
IL,2011,2,27347,0.4599999999999991,-1347596
IL,2011,3,-2389,0.07000000000000027,-298693
IL,2011,4,-8977,-0.13000000000000078,-892011
IL,2011,5,-72,0.25,258262
IL,2011,6,-10022,0.2700000000000013,1493327
IL,2011,7,31951,0.129999999999999,2604236
IL,2011,8,-20247,-0.08000000000000007,-586651
IL,2011,9,2089,-0.2400000000000002,-2405056
IL,2011,10,9656,-0.25,-1067299
IL,2011,11,-12397,0.13000000000000078,12030
IL,2011,12,26326,-0.4800000000000004,1010328
IL,2012,1,-19600,0.0,526754
IL,2012,2,22726,0.0,-970211
IL,2012,3,-7070,-0.0600000000000005,-319007
IL,2012,4,-572,0.0,-858821
IL,2012,5,-7591,0.3100000000000005,1030693
IL,2012,6,-5557,-0.4000000000000004,1748307
IL,2012,7,-9749,0.19000000000000128,2755895
IL,2012,8,84306,-0.14000000000000054,-1572277
IL,2012,9,-84616,-0.05000000000000071,-2115503
IL,2012,10,709,-0.14999999999999858,-1026469
IL,2012,11,3384,-0.040000000000000924,-229863
IL,2012,12,9105,-0.21,983340
IL,2013,1,27815,0.11000000000000032,677936
IL,2013,2,-9720,0.1999999999999993,-898910
IL,2013,3,32131,-0.11999999999999922,149980
IL,2013,4,-14138,0.08999999999999986,-809531
IL,2013,5,1378,0.4499999999999993,181849
IL,2013,6,-11477,-0.4499999999999993,711401
IL,2013,7,3460,0.17999999999999972,1818672
IL,2013,8,-6180,0.11999999999999922,-167413
IL,2013,9,7038,-0.4599999999999991,-1666254
IL,2013,10,8310,0.2400000000000002,-670065
IL,2013,11,1251,-0.20000000000000107,-49104
IL,2013,12,6560,-0.20999999999999908,1502579
IL,2014,1,4741,0.9499999999999992,815761
IL,2014,2,7227,0.37000000000000105,-1245730
IL,2014,3,21139,0.0,-139308
IL,2014,4,-21796,-0.01999999999999957,-1676407
IL,2014,5,-8102,0.0799999999999983,772673
IL,2014,6,9892,0.22000000000000064,1240073
IL,2014,7,-5870,-0.029999999999999364,437125
IL,2014,8,-1929,0.2699999999999996,627309
IL,2014,9,10852,-0.6300000000000008,-2118946
IL,2014,10,-3511,0.6699999999999999,-558013
IL,2014,11,12839,-0.37999999999999895,724839
IL,2014,12,7782,0.01999999999999957,535282
IL,2015,1,-764,-0.27999999999999936,640779
IL,2015,2,-11597,0.23000000000000045,-779360
IL,2015,3,37307,0.15999999999999834,8708
IL,2015,4,-21129,-0.2699999999999996,-1812281
IL,2015,5,-5704,-0.04999999999999893,817131
IL,2015,6,6,0.10999999999999943,999340
IL,2015,7,5948,0.3100000000000005,1568441
IL,2015,8,7865,0.07000000000000027,-207711
IL,2015,9,4772,-0.1800000000000015,-1132385
IL,2015,10,12070,-0.03999999999999915,-1601326
IL,2015,11,6190,-0.01999999999999957,-48562
IL,2015,12,775,-0.4800000000000004,798659
IL,2016,1,29627,0.129999999999999,978558
IL,2016,2,4898,0.08000000000000007,-1002857
IL,2016,3,3034,0.040000000000000924,-326924
IL,2016,4,-6518,0.0,-644374
IL,2016,5,2109,0.3100000000000005,452354
IL,2016,6,-2428,-0.02000000000000135,1960634
IL,2016,7,-1719,0.12000000000000098,1582305
IL,2016,8,9266,-0.05000000000000071,372843
IL,2016,9,4302,-0.1399999999999988,-2298234
IL,2016,10,7547,-0.07000000000000027,-1523961
IL,2016,11,-126,0.009999999999999787,-513442
IL,2016,12,11102,-0.3300000000000001,2026440
IL,2017,1,11645,-0.3200000000000003,-219365
IL,2017,2,7009,0.23000000000000045,-1778393
IL,2017,3,-4560,0.9599999999999992,550631
IL,2017,4,15112,-0.7099999999999991,-1117083
IL,2017,5,29815,0.35999999999999943,663753
IL,2017,6,-41054,0.0600000000000005,1827207
IL,2017,7,797,-0.3000000000000007,1434909
IL,2017,8,4506,0.0600000000000005,-1118935
IL,2017,9,3665,-0.22000000000000064,-676243
IL,2017,10,6276,-0.01999999999999957,-1147435
IN,2007,2,-72,0.16999999999999993,84190
IN,2007,3,-1393,0.1299999999999999,-537799
IN,2007,4,-3871,0.21,-525794
IN,2007,5,-2531,-0.009999999999999787,300886
IN,2007,6,1107,-0.01999999999999957,789718
IN,2007,7,-1086,0.22999999999999954,373337
IN,2007,8,5,0.11000000000000032,958653
IN,2007,9,2728,-0.03000000000000025,-1275558
IN,2007,10,-4504,-0.21999999999999972,-501463
IN,2007,11,10951,0.07000000000000027,-496031
IN,2007,12,8098,-0.2700000000000005,882671
IN,2008,1,788537,0.16999999999999993,509164
IN,2008,2,3685,0.049999999999999815,-330499
IN,2008,3,-6498,-0.2699999999999996,-403506
IN,2008,4,-7430,0.5899999999999999,-873181
IN,2008,5,-3591,-0.03000000000000025,-133186
IN,2008,6,2878,0.14000000000000054,1009457
IN,2008,7,589,0.3700000000000001,826147
IN,2008,8,-4758,0.08000000000000007,-205260
IN,2008,9,6070,-0.0600000000000005,-893415
IN,2008,10,-1366,0.21999999999999972,-577262
IN,2008,11,4104,-0.05999999999999961,-159034
IN,2008,12,5035,-0.2999999999999998,1106607
IN,2009,1,467,0.2999999999999998,305215
IN,2009,2,-1495,0.16999999999999993,-1031247
IN,2009,3,1495,0.08999999999999986,-448996
IN,2009,4,-8311,-0.13999999999999968,-640210
IN,2009,5,-7219,0.009999999999999787,218187
IN,2009,6,6945,0.03000000000000025,704567
IN,2009,7,491,0.029999999999999364,176220
IN,2009,8,-5078,0.010000000000000677,748903
IN,2009,9,10254,-0.1800000000000006,-950754
IN,2009,10,-4155,-0.2399999999999993,-298271
IN,2009,11,273,-0.07000000000000027,-127856
IN,2009,12,12961,0.01999999999999957,1221131
IN,2010,1,3473,-0.05999999999999961,647698
IN,2010,2,-7150,0.08000000000000007,-902476
IN,2010,3,17166,-0.049999999999999815,-281292
IN,2010,4,-15034,0.14999999999999947,-929355
IN,2010,5,-7262,0.14000000000000054,716340
IN,2010,6,4543,0.01999999999999957,869295
IN,2010,7,1928,0.3200000000000003,1092532
IN,2010,8,-5653,0.01999999999999957,22366
IN,2010,9,3544,-0.05999999999999961,-1700838
IN,2010,10,-2230,0.049999999999999815,-621525
IN,2010,11,2821,0.1899999999999995,21349
IN,2010,12,10597,-0.3099999999999996,1448193
IN,2011,1,-5096,-0.05999999999999961,398569
IN,2011,2,-684,0.1299999999999999,-1146680
IN,2011,3,15716,-0.0600000000000005,257304
IN,2011,4,-16584,0.020000000000000462,-1311892
IN,2011,5,-3973,0.11000000000000032,690339
IN,2011,6,4024,0.1900000000000004,662972
IN,2011,7,-3095,0.17999999999999972,1569386
IN,2011,8,-1464,-0.16000000000000014,-544115
IN,2011,9,4192,0.07000000000000027,-1554511
IN,2011,10,-2178,-0.0600000000000005,-280337
IN,2011,11,3508,-0.25,-190430
IN,2011,12,9500,0.03000000000000025,855413
IN,2012,1,3903,0.29000000000000004,575874
IN,2012,2,-3858,-0.009999999999999787,-883056
IN,2012,3,2161,0.16000000000000014,-171736
IN,2012,4,35,0.08999999999999986,-641447
IN,2012,5,-3111,-0.21000000000000085,1082360
IN,2012,6,1855,0.13000000000000078,443521
IN,2012,7,3508,-0.08000000000000007,1448921
IN,2012,8,-7423,-0.040000000000000924,-877985
IN,2012,9,6469,0.0,-1502420
IN,2012,10,-702,-0.10999999999999943,-250627
IN,2012,11,3394,0.0,108404
IN,2012,12,7152,0.20999999999999908,464319
IN,2013,1,7052,0.0600000000000005,917752
IN,2013,2,-7236,0.07000000000000027,-835212
IN,2013,3,6643,0.11999999999999922,415465
IN,2013,4,-1015,0.1100000000000012,-1195224
IN,2013,5,-3322,-0.0600000000000005,463670
IN,2013,6,786,0.11999999999999922,345641
IN,2013,7,3182,0.15000000000000036,794780
IN,2013,8,-4175,0.0,115128
IN,2013,9,6471,-0.09999999999999963,-1054207
IN,2013,10,2943,-0.029999999999999364,-377853
IN,2013,11,1793,-0.07000000000000027,-36129
IN,2013,12,11115,-0.040000000000000924,1179765
IN,2014,1,2389,0.16000000000000014,831682
IN,2014,2,-2230,0.17999999999999972,-906736
IN,2014,3,-1178,-0.11999999999999922,-143753
IN,2014,4,-5130,0.01999999999999957,-1244876
IN,2014,5,-2061,-0.05999999999999873,431532
IN,2014,6,848,0.22999999999999865,823353
IN,2014,7,1861,0.17999999999999972,179689
IN,2014,8,-4825,-0.03999999999999915,161246
IN,2014,9,8157,-0.10999999999999943,-759512
IN,2014,10,210,0.009999999999999787,-509846
IN,2014,11,7173,-0.0600000000000005,267539
IN,2014,12,9053,-0.08000000000000007,673561
IN,2015,1,3566,0.040000000000000924,636369
IN,2015,2,603,-0.010000000000001565,-721709
IN,2015,3,1546,-0.05999999999999873,38624
IN,2015,4,-2361,0.029999999999999364,-1474005
IN,2015,5,-9357,-0.20999999999999908,723347
IN,2015,6,10160,0.2699999999999996,530132
IN,2015,7,2177,0.0600000000000005,801369
IN,2015,8,-5514,-0.040000000000000924,-133142
IN,2015,9,7934,-0.0600000000000005,-766883
IN,2015,10,795,-0.17999999999999972,-811410
IN,2015,11,1043,0.12000000000000098,-333871
IN,2015,12,11501,-0.13000000000000078,742758
IN,2016,1,-7788,-0.07000000000000027,853012
IN,2016,2,2421,-0.009999999999999787,-378815
IN,2016,3,2262,0.05000000000000071,-562262
IN,2016,4,1151,0.3099999999999987,-770205
IN,2016,5,-2291,-0.129999999999999,392677
IN,2016,6,3294,0.129999999999999,1003689
IN,2016,7,719,0.13000000000000078,954325
IN,2016,8,-1452,0.14000000000000054,455139
IN,2016,9,6890,0.11999999999999922,-1520513
IN,2016,10,2484,0.08000000000000007,-1012373
IN,2016,11,-2492,0.10999999999999943,-154334
IN,2016,12,10845,-0.06999999999999851,1186878
IN,2017,1,-12137,-0.15000000000000036,-307260
IN,2017,2,260,0.08000000000000007,-1281017
IN,2017,3,2975,-0.040000000000000924,618474
IN,2017,4,-1727,0.12000000000000098,-916878
IN,2017,5,46757,-0.10000000000000142,657183
IN,2017,6,-46566,0.1100000000000012,680439
IN,2017,7,-84,0.04999999999999893,867112
IN,2017,8,2160,-0.08000000000000007,-359572
IN,2017,9,7549,0.08000000000000007,-887480
IN,2017,10,655,-0.04999999999999893,-480908
KS,2007,2,1788,0.049999999999999815,-188038
KS,2007,3,1546,0.16999999999999993,-210465
KS,2007,4,-69346,0.14000000000000054,-25785
KS,2007,5,4947,0.2399999999999993,255755
KS,2007,6,-2184,0.6000000000000005,387612
KS,2007,7,4816,0.09999999999999963,504758
KS,2007,8,-3294,-0.21,465090
KS,2007,9,-390,-0.3700000000000001,-898828
KS,2007,10,-2880,-0.33999999999999986,-508869
KS,2007,11,4716,-0.2699999999999996,-42182
KS,2007,12,-1317,-0.15000000000000036,246998
KS,2008,1,467564,0.1900000000000004,129786
KS,2008,2,6265,0.0699999999999994,-220179
KS,2008,3,736,0.5600000000000005,-167900
KS,2008,4,1433,0.05999999999999961,-118104
KS,2008,5,3859,0.2999999999999998,165152
KS,2008,6,805,0.8100000000000005,658431
KS,2008,7,5344,0.5099999999999998,437324
KS,2008,8,348,-0.4800000000000004,-106058
KS,2008,9,-5297,-0.6599999999999993,-744437
KS,2008,10,-1717,-0.3500000000000005,-337738
KS,2008,11,3613,-0.2699999999999996,-59813
KS,2008,12,371,-0.020000000000000462,408612
KS,2009,1,-70525,0.2700000000000005,-22885
KS,2009,2,4847,0.6099999999999994,-447823
KS,2009,3,-2842,0.010000000000000677,4028
KS,2009,4,1391,0.040000000000000036,-39195
KS,2009,5,4003,0.08000000000000007,167183
KS,2009,6,-343,0.4900000000000002,689872
KS,2009,7,5103,-0.16999999999999993,145393
KS,2009,8,-3725,0.16999999999999993,-3775
KS,2009,9,-3249,-0.25,-610233
KS,2009,10,-1588,-0.28000000000000025,-323905
KS,2009,11,4222,-0.1900000000000004,-75411
KS,2009,12,-748,-0.2599999999999998,509372
KS,2010,1,-731,0.05999999999999961,302137
KS,2010,2,-2079,0.39000000000000057,-618794
KS,2010,3,4108,0.09999999999999876,-12921
KS,2010,4,654,0.0600000000000005,-236349
KS,2010,5,3601,0.1100000000000012,295981
KS,2010,6,6463,0.4399999999999995,810306
KS,2010,7,10396,0.41000000000000014,385631
KS,2010,8,-5842,0.0,138811
KS,2010,9,-4670,-0.4700000000000006,-813586
KS,2010,10,-4644,-0.41000000000000014,-618113
KS,2010,11,8672,-0.04999999999999893,-107059
KS,2010,12,-60540,-0.09000000000000162,431096
KS,2011,1,44481,0.14000000000000054,157995
KS,2011,2,6508,0.15000000000000036,-223961
KS,2011,3,-6080,0.16999999999999993,-196129
KS,2011,4,6553,0.13000000000000078,-171167
KS,2011,5,2399,0.27999999999999936,238265
KS,2011,6,1382,0.5399999999999991,787581
KS,2011,7,5357,0.1800000000000015,699616
KS,2011,8,-155,-0.07000000000000027,-207316
KS,2011,9,-5168,-0.45000000000000107,-919205
KS,2011,10,-2516,-0.4799999999999986,-486486
KS,2011,11,1554,-0.12000000000000098,-83975
KS,2011,12,1353,-0.08000000000000007,366081
KS,2012,1,-3227,0.3200000000000003,30205
KS,2012,2,-261,0.1999999999999993,-307525
KS,2012,3,2037,-0.06999999999999851,-32443
KS,2012,4,474,0.05999999999999873,-42569
KS,2012,5,6129,0.33999999999999986,441869
KS,2012,6,-586,0.6500000000000004,531636
KS,2012,7,6248,0.05000000000000071,708985
KS,2012,8,-5220,-0.14000000000000054,-477552
KS,2012,9,-2323,-0.27999999999999936,-678546
KS,2012,10,-3980,-0.37000000000000105,-422537
KS,2012,11,6547,-0.25,-56099
KS,2012,12,-1096,0.16000000000000014,269525
KS,2013,1,-1950,0.12000000000000098,125523
KS,2013,2,1031,0.3300000000000001,-368999
KS,2013,3,672,-0.10000000000000142,144958
KS,2013,4,2906,0.14000000000000054,-273001
KS,2013,5,3365,0.16000000000000014,223428
KS,2013,6,1052,0.4199999999999999,533720
KS,2013,7,5116,0.11999999999999922,421378
KS,2013,8,-520,-0.05999999999999873,-53317
KS,2013,9,-3873,-0.3000000000000007,-327673
KS,2013,10,-3775,-0.5,-535666
KS,2013,11,5530,-0.14000000000000054,-79879
